question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split,question_tr,answer_tr
QA0166,What security mechanisms are required for network services?,"The policy states that security mechanisms for network services must be identified, implemented, and monitored.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.21,0,False,train,Ağ hizmetleri için hangi güvenlik mekanizmaları gereklidir?,"Politika, ağ hizmetlerine yönelik güvenlik mekanizmalarının tanımlanması, uygulanması ve izlenmesi gerektiğini belirtir."
QA0167,What are security perimeters used for?,Security perimeters are used to protect areas containing information and other associated assets.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.1,0,False,train,Güvenlik çevreleri ne için kullanılır?,"Güvenlik çevreleri, bilgi ve diğer ilgili varlıkları içeren alanları korumak için kullanılır."
QA0168,"According to the policy documents, what specific precautions should be taken when using AI systems for personnel decisions, such as promotions, retention, and similar decisions?","The policy documents emphasize the need for extreme caution when using AI systems for personnel decisions like promotions, retention, or similar decisions.  This includes avoiding biases, both in the data sets used and in the systems themselves, to ensure fair and equitable outcomes.  The documents also highlight the potential for legal issues arising from biased AI use in these areas, such as discrimination against protected classes.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,14|15,False,train,"Politika belgelerine göre terfi, işte kalma ve benzeri personel kararları için yapay zeka sistemleri kullanılırken ne gibi özel önlemler alınmalıdır?","Politika belgeleri, terfi, işte kalma veya benzeri kararlar gibi personel kararları için yapay zeka sistemlerini kullanırken son derece dikkatli olunması gerektiğini vurguluyor.Bu, adil ve eşitlikçi sonuçlar sağlamak için hem kullanılan veri setlerinde hem de sistemlerin kendisinde önyargılardan kaçınmayı içerir.Belgeler ayrıca bu alanlarda önyargılı yapay zeka kullanımından kaynaklanan, korunan sınıflara karşı ayrımcılık gibi yasal sorunların potansiyelini de vurguluyor."
QA0169,What is the purpose of data masking?,"Data masking is used in accordance with the organization’s topic-specific policy on access control and other related topic-specific policies, and business requirements, taking applicable legislation into consideration.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.11,0,False,train,Veri maskelemenin amacı nedir?,"Veri maskeleme, kuruluşun konuya özel erişim kontrolü politikasına ve ilgili diğer konuya özel politikalara ve iş gereksinimlerine uygun olarak, ilgili mevzuat dikkate alınarak kullanılır."
QA0170,What specific security controls are mandated for data stored in the cloud?,The provided policy snippet does not specify security controls for data stored in the cloud.,negative,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,1,True,train,Bulutta depolanan veriler için hangi özel güvenlik kontrolleri zorunludur?,"Sağlanan politika pasajı, bulutta depolanan veriler için güvenlik kontrollerini belirtmez."
QA0171,Who has access to high-quality datasets for the development of high-risk AI systems?,"Certain actors, such as providers, notified bodies, digital innovation hubs, testing experimentation facilities, and researchers, have access to high-quality datasets relevant to their respective fields of activities.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,22,False,train,Yüksek riskli yapay zeka sistemlerinin geliştirilmesi için yüksek kaliteli veri kümelerine kimler erişebilir?,"Sağlayıcılar, onaylanmış kuruluşlar, dijital inovasyon merkezleri, test deney tesisleri ve araştırmacılar gibi belirli aktörler, kendi faaliyet alanlarıyla ilgili yüksek kaliteli veri kümelerine erişime sahiptir."
QA0172,Who is responsible for implementing data leakage prevention measures?,"Systems, networks, and devices that process, store, or transmit sensitive information are subject to data leakage prevention measures.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.12,0,False,train,Veri sızıntısını önleme tedbirlerinin uygulanmasından kim sorumludur?,"Hassas bilgileri işleyen, saklayan veya ileten sistemler, ağlar ve cihazlar, veri sızıntısını önleme tedbirlerine tabidir."
QA0173,Who is informed about how their data is being used and the organization's privacy goals?,Customers and external business partners are informed about how their data is being used and the organization's privacy goals according to the policy.,simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,1,False,train,Verilerinin nasıl kullanıldığı ve kuruluşun gizlilik hedefleri hakkında kim bilgilendiriliyor?,"Müşteriler ve dış iş ortakları, verilerinin nasıl kullanıldığı ve kuruluşun gizlilik hedefleri hakkında politikaya göre bilgilendirilir."
QA0174,"What are the consequences of violating the organization's Vulnerability Management (VM) policy, and how are those consequences reported?","Violations of the organization's Vulnerability Management (VM) policy can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The policy also emphasizes the importance of cybersecurity, the individual's role in protecting digital assets, and the potential risks associated with non-compliance, which are reported through regular reporting of discovered vulnerabilities to various levels of staff, including technical staff, business unit staff, and business leadership staff.",complex,SANS_Vulnerability_Management_Policy_April2025.pdf|SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,Kuruluşun Güvenlik Açığı Yönetimi (VM) politikasını ihlal etmenin sonuçları nelerdir ve bu sonuçlar nasıl raporlanıyor?,"Kuruluşun Güvenlik Açığı Yönetimi (VM) politikasının ihlalleri, zorunlu tazeleme eğitimi ve yazılı uyarılardan, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınmasına ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshine kadar değişen disiplin cezalarıyla sonuçlanabilir.Politika ayrıca siber güvenliğin önemini, bireyin dijital varlıkları korumadaki rolünü ve keşfedilen güvenlik açıklarının teknik personel, iş birimi personeli ve iş liderliği personeli de dahil olmak üzere çeşitli düzeylerdeki personele düzenli olarak raporlanması yoluyla rapor edilen uyumsuzlukla ilişkili potansiyel riskleri vurgulamaktadır."
QA0175,"According to the policy, what measures are in place to protect the organization's data and systems from malicious activity, both on-site and remotely?","The organization is required to implement an Endpoint Detection and Response (EDR) system that uses software agents that cannot be disabled. This system is centrally managed and cloud-based, and it logs and tracks all running processes for cybersecurity incident response. The EDR system also generates a database of the signatures (hashes) for all the files on each computing system, ensuring a comprehensive approach to detecting and responding to malicious activity.",complex,SANS_System_Protection_Management_Policy_April2025.pdf|SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,"Politikaya göre, kuruluşun verilerini ve sistemlerini hem yerinde hem de uzaktan kötü niyetli faaliyetlerden korumak için ne gibi önlemler uygulanıyor?","Kuruluşun, devre dışı bırakılamayan yazılım aracılarını kullanan bir Uç Nokta Tespit ve Yanıt (EDR) sistemi uygulaması gerekir.Bu sistem merkezi olarak yönetilir ve bulut tabanlıdır ve siber güvenlik olaylarına müdahale için çalışan tüm süreçleri günlüğe kaydeder ve izler.EDR sistemi aynı zamanda her bilgi işlem sistemindeki tüm dosyalar için imzalardan (karmalardan) oluşan bir veritabanı oluşturarak, kötü amaçlı etkinliklerin tespit edilmesi ve bunlara yanıt verilmesi için kapsamlı bir yaklaşım sağlar."
QA0176,"According to the policy, what is the first step a requester should take before submitting a request for using an AI system? What is the purpose of this step?","The first step a requester should take before submitting a request for using an AI system is to obtain the approval of their manager. This approval is required to ensure that the AI system use, if approved, would conform with the guidelines in this Policy, prior to submitting such request.  This step ensures that the request aligns with the company's policies and guidelines regarding the use of AI systems.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,17|18,False,train,"Politikaya göre, talep sahibinin yapay zeka sistemini kullanma talebinde bulunmadan önce atması gereken ilk adım nedir?Bu adımın amacı nedir?","Talep sahibinin yapay zeka sistemini kullanma talebini göndermeden önce atması gereken ilk adım, yöneticisinin onayını almaktır.Bu onay, eğer onaylanırsa, böyle bir talebin gönderilmesinden önce yapay zeka sistemi kullanımının bu Politikadaki yönergelere uygun olmasını sağlamak için gereklidir.Bu adım, talebin şirketin yapay zeka sistemlerinin kullanımına ilişkin politikaları ve yönergeleriyle uyumlu olmasını sağlar."
QA0177,"According to the policy snippets, what specific actions should be taken to ensure the security of account passwords in an Identity Provider (IDP)?","The policy snippets require that the configuration benchmarks for each organization's Identity Providers (IDPs) require passwords be stored encrypted and hashed using salts, that passwords be transmitted only when encrypted, and that unused accounts be automatically disabled after a period of not being used. Additionally, the policy snippets require logging of logon events for standard accounts and access to deactivated accounts.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False,train,"Politika parçacıklarına göre, bir Kimlik Sağlayıcıdaki (IDP) hesap şifrelerinin güvenliğini sağlamak için hangi belirli eylemler gerçekleştirilmelidir?","Politika parçacıkları, her kuruluşun Kimlik Sağlayıcıları (IDP'ler) için yapılandırma kıyaslamalarının, şifrelerin şifrelenmiş olarak saklanmasını ve tuzlar kullanılarak karma hale getirilmesini, şifrelerin yalnızca şifrelendiğinde iletilmesini ve kullanılmayan hesapların bir süre kullanılmadığında otomatik olarak devre dışı bırakılmasını gerektirir.Ek olarak, politika parçacıkları standart hesaplar için oturum açma olaylarının günlüğe kaydedilmesini ve devre dışı bırakılan hesaplara erişimi gerektirir."
QA0178,How does the organization's Mobile Device Management (MDM) system ensure that only authorized applications can be installed and executed on its mobile devices?,"The organization's Mobile Device Management (MDM) system enforces application control on managed mobile devices, only allowing authorized applications, including mobile application stores, to execute on the devices. This is achieved through MDM-04 and MDM-05.",complex,SANS_Mobile_Device_Management_Policy_April2025.pdf|SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,"Kuruluşun Mobil Cihaz Yönetimi (MDM) sistemi, mobil cihazlarına yalnızca yetkili uygulamaların kurulabilmesini ve çalıştırılabilmesini nasıl sağlıyor?","Kuruluşun Mobil Cihaz Yönetimi (MDM) sistemi, yönetilen mobil cihazlar üzerinde uygulama kontrolünü zorunlu kılarak, mobil uygulama mağazaları da dahil olmak üzere yalnızca yetkili uygulamaların cihazlarda çalıştırılmasına izin verir.Bu, MDM-04 ve MDM-05 aracılığıyla sağlanır."
QA0179,What specific cybersecurity safeguards must be implemented by all third-party vendors that handle sensitive data according to the organization's policies?,"The organization's third-party contract language must include provisions requiring all third parties to implement a defined set of cybersecurity safeguards, with some safeguards being mandatory and others being optional. These safeguards are defined, and the specific requirements are outlined in the contract to ensure appropriate security measures are in place for sensitive data handling.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train,Hassas verileri kuruluşun politikalarına göre işleyen tüm üçüncü taraf sağlayıcılar tarafından hangi spesifik siber güvenlik önlemleri uygulanmalıdır?,"Kuruluşun üçüncü taraf sözleşme dili, tüm üçüncü tarafların belirli bir dizi siber güvenlik önlemini uygulamasını gerektiren hükümler içermelidir; bazı önlemler zorunlu, diğerleri ise isteğe bağlıdır.Bu önlemler tanımlanmış ve hassas verilerin işlenmesi için uygun güvenlik önlemlerinin alınmasını sağlamak amacıyla sözleşmede özel gereksinimler belirtilmiştir."
QA0180,What are the specific requirements for the use of AI systems in sensitive environments?,The provided policy snippet does not specify the requirements for using AI systems in sensitive environments.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,1,True,train,Yapay zeka sistemlerinin hassas ortamlarda kullanımına ilişkin özel gereksinimler nelerdir?,"Sağlanan politika pasajı, yapay zeka sistemlerinin hassas ortamlarda kullanılmasına ilişkin gereksinimleri belirtmez."
QA0181,What is the purpose of the automated asset discovery platform?,"The automated asset discovery platform is designed to discover information assets, both actively and passively, to ensure the organization's asset tracking system is accurate and automatically updated regularly.",simple,SANS_Asset_Management_Policy_April2025.pdf,Safeguards,1,False,train,Otomatik varlık keşif platformunun amacı nedir?,"Otomatik varlık keşif platformu, kuruluşun varlık takip sisteminin doğru olmasını ve düzenli olarak otomatik olarak güncellenmesini sağlamak amacıyla bilgi varlıklarını hem aktif hem de pasif olarak keşfetmek üzere tasarlanmıştır."
QA0182,Why is it recommended to use RSA and Elliptic Curve Cryptography (ECC) algorithms for asymmetric encryption?,The use of the RSA and Elliptic Curve Cryptography (ECC) algorithms is strongly recommended for asymmetric encryption.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,1,False,train,Asimetrik şifreleme için neden RSA ve Eliptik Eğri Şifreleme (ECC) algoritmalarının kullanılması önerilir?,Asimetrik şifreleme için RSA ve Eliptik Eğri Şifreleme (ECC) algoritmalarının kullanılması şiddetle tavsiye edilir.
QA0183,"According to the policy documents, how does the organization ensure that its Incident Management (IM) plan is regularly updated and reviewed?","The organization's documented Incident Management (IM) plan requires regular review and updates, defined in RES-13. The plan also mandates a process to ensure regular review and updates, defined in RES-13, including regular testing of the Incident Management (IM) plans, defined in RES-14. Additionally, the plan requires regular tabletop exercises with key stakeholders to test the BCP/DR and IM plans, defined in RES-15.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train,"Politika belgelerine göre kuruluş, Olay Yönetimi (IM) planının düzenli olarak güncellenmesini ve gözden geçirilmesini nasıl sağlıyor?","Kuruluşun belgelenmiş Olay Yönetimi (IM) planı, RES-13'te tanımlanan düzenli inceleme ve güncellemeleri gerektirir.Plan ayrıca, RES-14'te tanımlanan Olay Yönetimi (IM) planlarının düzenli olarak test edilmesi de dahil olmak üzere, RES-13'te tanımlanan düzenli inceleme ve güncellemelerin sağlanmasına yönelik bir süreci zorunlu kılmaktadır.Ek olarak plan, RES-15'te tanımlanan BCP/DR ve IM planlarını test etmek için kilit paydaşlarla düzenli masa üstü tatbikatlar yapılmasını gerektirmektedir."
QA0184,Who is responsible for managing authentication information?,The management process is responsible for the allocation and management of authentication information.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.17,0,False,train,Kimlik doğrulama bilgilerinin yönetilmesinden kim sorumludur?,"Yönetim süreci, kimlik doğrulama bilgilerinin tahsisi ve yönetiminden sorumludur."
QA0185,"What are the specific data management requirements for data stored with a third-party, as outlined in the organization's data inventory management system?","The organization's data inventory management system must automatically discover data managed by the organization (whether onsite or at a third party), automatically classify and label it, and automatically discover when its private data is located in publicly available locations. Additionally, the system must be integrated with the organization's asset inventory system and log and alert events related to the data managed by the organization (such as access, changes, and deletions).",complex,SANS_Data_Inventory_Management_Policy_April2025.pdf|SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train,"Kuruluşun veri envanteri yönetim sisteminde belirtildiği gibi, üçüncü taraflarda depolanan veriler için özel veri yönetimi gereksinimleri nelerdir?","Kuruluşun veri envanteri yönetim sistemi, kuruluş tarafından (yerinde veya üçüncü bir tarafta) yönetilen verileri otomatik olarak keşfetmeli, bunları otomatik olarak sınıflandırmalı ve etiketlemeli ve özel verilerinin kamuya açık konumlarda bulunduğunu otomatik olarak keşfetmelidir.Ayrıca sistemin kuruluşun varlık envanter sistemiyle entegre olması ve kuruluş tarafından yönetilen verilere ilişkin (erişim, değişiklik ve silme gibi) olayları kaydetmesi ve uyarı vermesi gerekir."
QA0186,What safeguards are included in the organization's documented physical security program to address access controls for physical computing devices?,"The organization's documented physical security program includes safeguards for addressing access controls for physical computing devices, as defined in policies PHY-10 and PHY-11. These safeguards ensure that individuals can remove technology assets from the organization's facilities and define procedures for securing unattended spaces, such as clean desk policies.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,Fiziksel bilgi işlem cihazlarına yönelik erişim kontrollerini ele almak için kuruluşun belgelenmiş fiziksel güvenlik programına hangi önlemler dahil edilmiştir?,"Kuruluşun belgelenmiş fiziksel güvenlik programı, PHY-10 ve PHY-11 politikalarında tanımlandığı gibi, fiziksel bilgi işlem cihazlarına yönelik erişim kontrollerinin ele alınmasına yönelik korumalar içerir.Bu önlemler, bireylerin teknoloji varlıklarını kuruluşun tesislerinden çıkarabilmesini ve temiz masa politikaları gibi gözetimsiz alanların güvenliğine yönelik prosedürler tanımlayabilmesini sağlar."
QA0187,Who determines the access control policies?,The established topic-specific policy on access control determines access control policies.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.3,0,False,train,Erişim kontrol politikalarını kim belirliyor?,"Erişim kontrolüne ilişkin oluşturulan konuya özel politika, erişim kontrolü politikalarını belirler."
QA0188,What are the specific limitations on employees' use of company systems for blogging or social media posting?,"While limited and occasional use of company systems for blogging or other online posting is acceptable, it must be done in a professional and responsible manner, not detrimental to the company's best interests, and not interfere with work duties.  Furthermore, employees are prohibited from revealing confidential information, making discriminatory, disparaging, or harassing comments, and harming the company's reputation when engaging in blogging.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,7|8,False,train,Çalışanların blog yazmak veya sosyal medyada paylaşım yapmak için şirket sistemlerini kullanmalarına ilişkin belirli sınırlamalar nelerdir?,"Şirket sistemlerinin blog yazmak veya diğer çevrimiçi gönderiler için sınırlı ve ara sıra kullanılması kabul edilebilir olsa da, bu, profesyonel ve sorumlu bir şekilde yapılmalı, şirketin çıkarlarına zarar vermemeli ve iş görevlerine engel olmamalıdır.Ayrıca, çalışanların blog yazarken gizli bilgileri açıklaması, ayrımcı, aşağılayıcı veya taciz edici yorumlarda bulunması ve şirketin itibarına zarar vermesi yasaktır."
QA0189,What security measures are mandated for password management across the organization's Identity Providers (IDPs)?,"The organization's configuration benchmarks mandate that passwords be stored encrypted and hashed using salts, transmitted only when encrypted, and require a process for secure password provisioning. Additionally, unused accounts must be automatically disabled or have expiration dates, and logon events for standard accounts are required, including successful and failed login attempts. Furthermore, logging access to deactivated accounts is also mandated for all IDPs.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,3|4,False,train,Kuruluşun Kimlik Sağlayıcıları (IDP'ler) genelinde parola yönetimi için hangi güvenlik önlemleri zorunludur?,"Kuruluşun yapılandırma kriterleri, parolaların şifrelenmiş olarak saklanmasını ve tuzlar kullanılarak karma hale getirilmesini, yalnızca şifrelendiğinde iletilmesini ve güvenli parola sağlama işlemi gerektirmesini zorunlu kılar.Ek olarak, kullanılmayan hesapların otomatik olarak devre dışı bırakılması veya son kullanma tarihlerinin olması gerekir ve başarılı ve başarısız oturum açma girişimleri de dahil olmak üzere standart hesaplar için oturum açma etkinlikleri gereklidir.Ayrıca, devre dışı bırakılan hesaplara günlük kaydı erişimi de tüm ÜİYOK'ler için zorunludur."
QA0190,What is the specific process for regularly performing identity reviews of the organization's Identity Providers (IDPs)?,This policy snippet does not specify the details of the process for regularly performing identity reviews of the organization's Identity Providers (IDPs).,negative,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,2,True,train,Kuruluşun Kimlik Sağlayıcılarının (ÜİYOK'ler) düzenli olarak kimlik incelemelerini gerçekleştirmeye yönelik özel süreç nedir?,"Bu politika pasajı, kuruluşun Kimlik Sağlayıcılarının (ÜİYOK'ler) düzenli olarak kimlik incelemeleri gerçekleştirmesine ilişkin sürecin ayrıntılarını belirtmez."
QA0191,What specific procedures must be followed for incident response?,This policy snippet does not specify any procedures for incident response.,negative,SANS_Program_Management_Policy_April2025.pdf,Safeguards,0,True,train,Olaya müdahale için hangi spesifik prosedürler takip edilmelidir?,"Bu politika pasajı, olay müdahalesine ilişkin herhangi bir prosedür belirtmez."
QA0192,"What is the process for reviewing logs and ensuring timely response to security threats, according to the organization's cybersecurity policy?","The organization's cybersecurity policy requires the regular review of aggregated logs, including defining a process for reviewing logs, setting clear Service Level Agreements (SLAs) for log monitoring, and automating log review and alert generation. The policy also mandates the retention of system logs over time and the implementation of a log management system to track alert status.",complex,SANS_Log_Management_Policy_April2025.pdf|SANS_Log_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,Kuruluşun siber güvenlik politikasına göre günlüklerin incelenmesi ve güvenlik tehditlerine zamanında yanıt verilmesinin sağlanması süreci nedir?,"Kuruluşun siber güvenlik politikası, günlüklerin incelenmesi için bir sürecin tanımlanması, günlük izleme için net Hizmet Düzeyi Anlaşmalarının (SLA'lar) belirlenmesi ve günlük incelemesi ile uyarı oluşturmanın otomatikleştirilmesi de dahil olmak üzere, toplu günlüklerin düzenli olarak incelenmesini gerektirir.Politika aynı zamanda sistem günlüklerinin zaman içinde saklanmasını ve uyarı durumunu izlemek için bir günlük yönetim sisteminin uygulanmasını da zorunlu kılar."
QA0193,Who is responsible for ensuring the organization's software inventory system validates that all software in the inventory is still supported by the software vendor?,The organization is responsible for ensuring that the software inventory system verifies the vendor support status of all software listed within the system.,simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,0,False,train,"Kuruluşun yazılım envanter sisteminin, envanterdeki tüm yazılımların hâlâ yazılım satıcısı tarafından desteklendiğini doğrulamasını sağlamaktan kim sorumludur?","Kuruluş, yazılım envanter sisteminin, sistem içinde listelenen tüm yazılımların satıcı destek durumunu doğrulamasını sağlamaktan sorumludur."
QA0194,Who is responsible for enforcing this policy?,"The policy emphasizes the critical importance of cybersecurity and the individual's role in protecting digital assets. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,10,False,train,Bu politikanın uygulanmasından kim sorumludur?,"Politika, siber güvenliğin kritik önemini ve dijital varlıkların korunmasında bireyin rolünü vurgulamaktadır.Uygulama tutarlı ve tarafsız olacak ve eylemin ciddiyeti doğrudan ihlalin ciddiyetine karşılık gelecektir."
QA0195,"According to the policy documents, what activities are prohibited when using a company asset, even if authorized access is present?","The policy documents state that accessing data, a server, or an account for any purpose other than conducting <Company Name> business is prohibited, even if authorized access is present. Additionally, introducing malicious programs into the network or server is prohibited, as well as making fraudulent offers of products, items, or services originating from any <Company Name> account.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,3|4,False,train,"Politika belgelerine göre, yetkili erişim mevcut olsa bile bir şirket varlığının kullanılması sırasında hangi faaliyetler yasaktır?","Politika belgeleri, yetkili erişim mevcut olsa bile, <Şirket Adı> işini yürütmek dışında herhangi bir amaçla verilere, bir sunucuya veya hesaba erişmenin yasak olduğunu belirtir.Ayrıca, ağa veya sunucuya kötü amaçlı programların sokulması ve herhangi bir <Şirket Adı> hesabından kaynaklanan sahte ürün, öğe veya hizmet tekliflerinde bulunulması yasaktır."
QA0196,Which actions are taken against individuals who violate this policy?,"Disciplinary action may include mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if their violations involve illegal activities.",simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,3,False,train,Bu politikayı ihlal eden kişilere karşı ne gibi işlemler yapılıyor?,"Disiplin cezası, zorunlu tazeleme eğitimini, yazılı uyarıları, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınmasını ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshedilmesini içerebilir.Bireyler, ihlallerinin yasa dışı faaliyetler içermesi durumunda geçerli yasalar kapsamında yasal sonuçlarla da karşılaşabilir."
QA0197,Who should define the organization's approved operating system configuration benchmark?,The organization should define the organization's approved operating system configuration benchmark.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,0,False,train,Kuruluşun onaylı işletim sistemi yapılandırma kıyaslamasını kim tanımlamalıdır?,"Kuruluş, kuruluşun onaylı işletim sistemi yapılandırma kıyaslamasını tanımlamalıdır."
QA0198,"According to the policy, how does the organization ensure the accuracy of its asset tracking system and how is it updated?","The organization ensures the accuracy of its asset tracking system by using both an automated asset discovery platform and a defined approval process for each information asset. The automated platform discovers information assets actively or passively, while the approval process ensures that each information asset is accurately recorded in the system. The system is then updated regularly.",complex,SANS_Asset_Management_Policy_April2025.pdf|SANS_Asset_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,Politikaya göre kuruluş varlık takip sisteminin doğruluğunu nasıl sağlıyor ve nasıl güncelleniyor?,"Kuruluş, hem otomatik bir varlık keşif platformu hem de her bilgi varlığı için tanımlanmış bir onay süreci kullanarak varlık takip sisteminin doğruluğunu sağlar.Otomatik platform, bilgi varlıklarını aktif veya pasif olarak keşfederken, onay süreci de her bir bilgi varlığının doğru bir şekilde sisteme kaydedilmesini sağlar.Daha sonra sistem düzenli olarak güncellenir."
QA0199,Which data types are required to be tracked by the organization's data inventory management system?,"The policy states that the system must track data managed by the organization, data under its control, and data under the control of third parties.",simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,0,False,train,Kuruluşun veri envanteri yönetim sistemi tarafından hangi veri türlerinin izlenmesi gerekir?,"Politika, sistemin kuruluş tarafından yönetilen verileri, kontrolü altındaki verileri ve üçüncü tarafların kontrolü altındaki verileri izlemesi gerektiğini belirtiyor."
QA0200,Who is responsible for ensuring that cybersecurity risk is reported to technical stakeholders?,"The organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform is responsible for reporting cybersecurity risk to technical stakeholders.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,2,False,train,Siber güvenlik riskinin teknik paydaşlara rapor edilmesini sağlamaktan kim sorumludur?,"Kuruluşun Yönetişim, Risk ve Uyumluluk (GRC) veya benzeri siber güvenlik iş zekası yazılım platformu, siber güvenlik riskinin teknik paydaşlara raporlanmasından sorumludur."
QA0201,Who is responsible for developing and maintaining an inventory of information and associated assets?,The policy requires that an inventory of information and associated assets be developed and maintained. The policy does not specify who is responsible for this task.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.9,0,False,train,Bilgi ve ilgili varlıkların envanterinin geliştirilmesinden ve sürdürülmesinden kim sorumludur?,"Politika, bir bilgi envanterinin ve ilgili varlıkların geliştirilmesini ve sürdürülmesini gerektirir.Politika bu görevden kimin sorumlu olduğunu belirtmez."
QA0202,"Based on the provided policies, what is the organization's responsibility regarding the security of authentication credentials and the minimum number of identity providers used?","The organization is responsible for ensuring that authentication credentials are returned after work, and for minimizing the number of Identity Providers (IDPs) used. The organization must also maintain an inventory of authorized IDPs and ensure that configuration benchmarks prevent account sharing, concurrent logins, and account name reuse within a defined period of time. This is to ensure the security of the organization's authentication credentials and to minimize the attack surface.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train,"Sağlanan politikalara göre, kimlik doğrulama bilgilerinin güvenliği ve kullanılan minimum kimlik sağlayıcı sayısı konusunda kuruluşun sorumluluğu nedir?","Kuruluş, kimlik doğrulama bilgilerinin işten sonra iade edilmesini sağlamaktan ve kullanılan Kimlik Sağlayıcıların (IDP'ler) sayısını en aza indirmekten sorumludur.Kuruluş ayrıca yetkili ÜİYOK'lerin bir envanterini tutmalı ve yapılandırma kıyaslamalarının hesap paylaşımını, eşzamanlı oturum açmaları ve hesap adının belirli bir süre içinde yeniden kullanılmasını önlemesini sağlamalıdır.Bunun amacı kuruluşun kimlik doğrulama bilgilerinin güvenliğini sağlamak ve saldırı yüzeyini en aza indirmektir."
QA0203,What specific legal consequences could an employee face for violating this policy?,This policy snippet does not specify the specific legal consequences that an employee could face for violating this policy.,negative,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,2,True,train,Bir çalışanın bu politikayı ihlal etmesi durumunda hangi spesifik yasal sonuçlarla karşılaşılabilir?,"Bu politika pasajı, bir çalışanın bu politikayı ihlal etmesi nedeniyle karşılaşabileceği belirli yasal sonuçları belirtmez."
