question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible
SIMP0131,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, which could range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Access_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0132,Who could be subject to legal consequences for violations of this policy?,Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.,simple,SANS_Access_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0133,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, including mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Acquisition_Assessment_Standard_April2025.pdf,Policy Sanctions,0,False
SIMP0134,Who is responsible for enforcing this policy?,The ResponsibleCorporateOfficer at YourCompanyName is responsible for the enforcement of this Policy.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,0,False
SIMP0135,What does the policy define as 'artificial intelligence'?,"The policy defines 'artificial intelligence' as the use of machine learning technology, software, automation, and algorithms to perform tasks and make rules or predictions based on existing datasets and instructions.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,0,False
SIMP0136,What is the primary function of the AI Committee?,The AI Committee is tasked with reviewing and approving the use of AI at YourCompanyName.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,1,False
SIMP0137,Which type of AI system requires the approval of the AI Committee?,"Software developed with one or more of the techniques and approaches listed in Annex I and which can generate outputs such as content, predictions, recommendations, or decisions influencing the environments they interact with, requires approval from the AI Committee.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,1,False
SIMP0138,Which entities are considered Government Entities?,"Government Entities include any entity controlled by a government, whether through whole or partial ownership or control. This includes government-owned or controlled commercial enterprises, institutions, agencies, departments, instrumentalities, and other public entities, including research institutions and universities.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,2,False
SIMP0139,Who is considered a Government Official?,"Government Officials are individuals who hold positions of responsibility within Government Entities. This includes data scientists and researchers employed by government or Government Entities, as well as officers and employees of non-governmental international organizations. Additionally, individuals with the authority to allocate or influence government funds are considered Government Officials.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,2,False
SIMP0140,Who is considered a 'YourCompanyName Representative' according to the policy?,"The policy defines 'YourCompanyName Representatives' as all individuals and entities associated with YourCompanyName, including directors, officers, board members, employees, contractors, representatives, resellers, sub-resellers, distributors, and sub-distributors, affiliates, agents, and anyone performing services for or on behalf of YourCompanyName.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,3,False
SIMP0141,What type of AI system is defined in the policy?,The policy defines an 'Open AI system' as an AI system where the input provided by all users is used to train the AI model. This means that the input data from all users is not private and may be revealed to other users.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,3,False
SIMP0142,Who is the intended audience of this policy?,"This policy is intended to provide general guidance on the use of AI at YourCompanyName, specifically for its Representatives.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,4,False
SIMP0143,What is the primary objective of this policy?,"The primary objective of this policy is to ensure that the use of AI at YourCompanyName aligns with legal obligations, ethical standards, and core values, while also improving business efficiencies and fulfilling the organization's mission.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,4,False
SIMP0144,Which departments or functions at YourCompanyName are considered to have more considerations and potential risks associated with AI?,"The policy does not specify which departments or functions have more considerations and potential risks associated with AI, only stating that certain departments and functions bear more considerations and potential risks.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,5,False
SIMP0145,What should a YourCompanyName Representative do before using any AI at YourCompanyName?,"A YourCompanyName Representative should consult with their manager and seek guidance before using any AI at YourCompanyName, whether for personal business tasks or more complex business processes.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,5,False
SIMP0146,Which software tools are permitted to use embedded AI tools without additional approval?,"Software tools that utilize embedded AI tools, such as Microsoft Word with its built-in grammar and spelling checker, are permitted without additional approval.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,6,False
SIMP0147,What is the recommended procedure for evaluating AI usage by third-party software?,"When third-party software, services, or contractors utilize AI technology, their AI usage must be carefully evaluated and noted.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,6,False
SIMP0148,Who must approve the use of a new AI system at YourCompanyName?,Any use of a new AI system at YourCompanyName must be approved by the AI Committee.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,7,False
SIMP0149,What is the primary purpose of using an AI system at YourCompanyName?,The use of an AI system should primarily focus on completing departmental goals as directed by company leadership.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,7,False
SIMP0150,Who is responsible for reviewing AI-generated content for accuracy and general proofing and editing?,"An individual with expertise in evaluating such content for accuracy, as well as general proofing and editing, must review all AI-generated content.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,8,False
SIMP0151,What should be the user's perspective on AI-generated content?,"AI-generated content should be viewed as a starting point, not the finished product, and should conform to the look and feel of the YourCompanyName brand and voice.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,8,False
SIMP0152,Who is responsible for reviewing AI-produced content for bias?,Users of these systems are responsible for reviewing any AI-produced content for bias and correcting it as necessary.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,9,False
SIMP0153,What information must not be put into an open AI system?,Non-public YourCompanyName information must never be put into an open AI system.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,9,False
SIMP0154,What are the potential limitations on the use of an AI system according to this policy?,This policy states that an AI system's use may be restricted by terms of use or contractual limitations. These restrictions can prevent the use of an AI system in a way that would otherwise be legally compliant and ethically sound.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,10,False
SIMP0155,Who should review the terms of use or contracts for an AI system?,YourCompanyName Representatives should have all terms or use or contracts for AI systems reviewed by the Legal Department to ensure compliance with contractual obligations in using an AI system.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,10,False
SIMP0156,What is the approval process for AI systems at YourCompanyName?,"AI systems, like other software or services, must undergo the same review and approval process as other software or services at YourCompanyName.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,11,False
SIMP0157,Who must be informed regarding the use of an AI system within a business unit?,"The business leader within the business unit must be made aware of the use of the AI system and must have approved any use, particularly for AI-generated content that will be relayed externally.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,11,False
SIMP0158,What is considered sensitive information according to the policy?,"Sensitive information includes medical, financial, political affiliation, racial or ethnic origin, religious beliefs, gender, sexual orientation, disability status, or any other part of a person’s life someone would want to keep private.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,12,False
SIMP0159,Who must ensure informed consent is obtained before inputting personal information into a closed AI system?,Any user of an AI system at YourCompanyName must ensure that they have obtained informed consent from the individual before inputting personal information.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,12,False
SIMP0160,Who must be informed if an AI system is being used to complete a task?,Users of AI systems should inform their manager and the department requesting the task.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,13,False
SIMP0161,What must users do if they wish to use an AI system tool to complete a task?,Users must ask permission from their manager and HR representative before using an AI system tool.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,13,False
SIMP0162,What are some examples of content that should not be generated using an AI system?,"The policy advises against using AI systems to generate content that is illegal, inappropriate, harmful to YourCompanyName's brand or reputation, or disrespectful to others.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,14,False
SIMP0163,Who must be consulted before using an AI system for personal use?,Prior approval from the appropriate department leader is required for using an AI system for personal use.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,14,False
SIMP0164,What is the primary concern regarding the use of AI systems?,The primary concern is the potential for AI systems to pose a high risk to the health and safety or fundamental rights of natural persons.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,15,False
SIMP0165,Which specific type of AI system is prohibited from handling personal data?,Open AI systems are prohibited from handling personal data.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,15,False
SIMP0166,Who is responsible for approving the use of AI systems?,"The AI Committee is responsible for approving the use of AI systems, except for AI Embedded Tools in approved software.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,16,False
SIMP0167,What is a high-risk use of AI according to the policy?,Using AI to assess or evaluate students in educational or vocational training institutions is considered high risk.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,16,False
SIMP0168,What is the purpose of the AI system use requirement?,"The requirement aims to ensure that the use of AI systems adheres to legal, ethical, transparent, and necessary standards.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,17,False
SIMP0169,Who is responsible for ensuring that AI system use meets the requirements?,The requester is responsible for ensuring that the use of an AI system meets the requirements before submitting a request to the AI Committee.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,17,False
SIMP0170,Who must approve a request for the use of an AI system?,A requester must obtain the approval of their manager prior to submitting a request to the AI Committee.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,18,False
SIMP0171,What should a requester do before submitting a request for an AI system?,"A requester should first ensure that the AI system use, if approved, would conform with the guidelines in this Policy.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,18,False
SIMP0172,Who is responsible for reporting potential violations of this policy?,"The directors, managers, employees, and agents of YourCompanyName are responsible for reporting any conduct that may violate this policy.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,19,False
SIMP0173,What are some of the methods used in AI techniques and approaches?,"AI techniques and approaches include supervised, unsupervised, and reinforcement learning, as well as logic and knowledge-based approaches, statistical approaches, and Bayesian estimation.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,19,False
SIMP0174,What are some of the key technologies used in AI systems?,"The policy mentions several technologies used in AI systems, including representation, inductive (logic) programming, knowledge bases, inference, deductive engines, (symbolic) reasoning, and expert systems. Additionally, statistical approaches, Bayesian estimation, search, and optimization methods are also mentioned.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,20,False
SIMP0175,"Why are high-quality training, validation, and testing data sets important for AI systems?","High-quality data is crucial for the performance of many AI systems, especially when techniques like model training are involved. This ensures that the AI system functions as intended and safely, preventing the possibility of discrimination prohibited by Union law.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,20,False
SIMP0176,"Who should be responsible for ensuring that training, validation, and testing data sets are representative, free of errors, and complete?","Providers of high-risk AI systems are responsible for ensuring that training, validation, and testing data sets meet the specified criteria.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,21,False
SIMP0177,"What are the specific characteristics that training, validation, and testing data sets should consider when used in high-risk AI systems?","Training, validation, and testing data sets should consider the features, characteristics, or elements that are particular to the specific geographical, behavioral, or functional setting or context within which the AI system is intended to be used.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,21,False
SIMP0178,Who has access to high-quality datasets for the development of high-risk AI systems?,"Certain actors, such as providers, notified bodies, digital innovation hubs, testing experimentation facilities, and researchers, have access to high-quality datasets relevant to their respective fields of activities.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,22,False
SIMP0179,How will European common data spaces contribute to AI system development?,"European common data spaces will facilitate trustful, accountable, and non-discriminatory access to high-quality data for the training, validation, and testing of AI systems.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,22,False
SIMP0180,"Who is responsible for supporting the provision of high-quality data for the training, validation, and testing of AI systems?","Relevant competent authorities, including sectoral ones, providing, or supporting the access to data may also support the provision of high-quality data for the training, validation and testing of AI systems.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,23,False
SIMP0181,What information should be included in the technical documentation for high-risk AI systems?,"The technical documentation should include the typical characteristics, capabilities and limitations of the system, algorithms, data, training, testing, and validation processes used, as well as documentation on the relevant risk management system.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,23,False
SIMP0182,What is the purpose of the requirement for transparency in high-risk AI systems?,"Transparency aims to address the opacity of certain AI systems, making them understandable and usable by natural persons.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,24,False
SIMP0183,Who should be able to interpret the system output and use it appropriately?,Users should be able to interpret the system output and use it appropriately.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,24,False
SIMP0184,Who is responsible for ensuring the cybersecurity of high-risk AI systems?,The human operators assigned to oversight roles have the responsibility for ensuring the cybersecurity of high-risk AI systems.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,25,False
SIMP0185,What are the key requirements for technical robustness in high-risk AI systems?,"High-risk AI systems must be resilient against both inherent limitations and malicious attacks that could compromise their security. This includes addressing potential errors, faults, inconsistencies, and unexpected situations, as well as protecting against malicious actions.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,25,False
SIMP0186,Which types of AI systems are subject to specific requirements on logging capabilities and human oversight?,Real-time and post remote biometric identification systems are subject to specific requirements on logging capabilities and human oversight.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,26,False
SIMP0187,Who is responsible for ensuring a level of cybersecurity appropriate to the risks?,The providers of high-risk AI systems are responsible for ensuring a level of cybersecurity appropriate to the risks.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,26,False
SIMP0188,Which types of AI systems are subject to specific requirements on logging capabilities and human oversight?,Real-time and post remote biometric identification systems must adhere to specific logging requirements and human oversight.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,27,False
SIMP0189,"Who are the systems used in employment, workers management, and access to self-employment subject to?","AI systems used in employment, workers management, and access to self-employment are subject to requirements regarding recruitment, promotion, termination, task allocation, monitoring, and evaluation of individuals within work-related contractual relationships.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,27,False
SIMP0190,What are potential consequences for non-compliance with this policy?,"Non-compliance may result in disciplinary actions including mandatory training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Asset_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0191,Which type of computing devices must be included in the asset tracking system according to this policy?,"The asset tracking system must include all endpoint computing devices, such as workstations or laptops, whether onsite or remote. It must also include all server computing devices, whether onsite or remote.",simple,SANS_Asset_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0192,What information about each information asset must the asset tracking system record?,"The asset tracking system must record essential technical information, including the name, hardware address, and network address, for each information asset. It must also record essential business information, such as the business owner, criticality, business unit, and approvals, for each information asset.",simple,SANS_Asset_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0193,What is the purpose of the automated asset discovery platform?,"The automated asset discovery platform is designed to discover information assets, both actively and passively, to ensure the organization's asset tracking system is accurate and automatically updated regularly.",simple,SANS_Asset_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0194,Who is responsible for defining the process for approving information assets?,The organization is responsible for defining the process for approving each information asset in the asset tracking system.,simple,SANS_Asset_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0195,Who is responsible for maintaining an inventory of authorized Cloud Service Providers (CSPs)?,The organization is responsible for maintaining an inventory of each of the organization's authorized Cloud Service Providers (CSPs).,simple,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0196,What is the purpose of maintaining a cybersecurity configuration benchmark for each of the organization's authorized Cloud Service Providers (CSPs)?,Maintaining a cybersecurity configuration benchmark ensures that the organization's authorized Cloud Service Providers (CSPs) meet security standards.,simple,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0197,Which security controls are required to be implemented to ensure the organization's Cloud Service Providers or Software-as-a-Service (SaaS) providers are regularly scanned for cybersecurity vulnerabilities?,The policy requires the implementation of a cloud configuration vulnerability management system for regular scanning of authorized CSPs or SaaS providers for cybersecurity vulnerabilities.,simple,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0198,What actions can be taken by individuals who violate this policy?,"Non-compliance with this policy can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0199,Which services should the organization define configuration benchmarks for?,"The organization should define configuration benchmarks for databases, SMB services, tiny services, VoIP, and similar services.",simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0200,Who should define the organization's approved operating system configuration benchmark?,The organization should define the organization's approved operating system configuration benchmark.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0201,Which cybersecurity services should be enforced by the organization's approved operating system configuration benchmark?,"The approved operating system configuration benchmark should define that the organization shall enforce Data Execution Protection (DEP), Address Space Layout Randomization (ASLR), and User Account Control (UAC).",simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0202,How should the organization handle autorun on its operating system?,The organization's approved operating system configuration benchmark should define its ability to disable autorun.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0203,What is the purpose of the approved software application configuration benchmarks?,The approved software application configuration benchmarks serve as a guide to ensure that each of the organization's software applications is configured securely.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0204,Who is responsible for ensuring that the organization's configuration enforcement system enforces the approved configurations?,The organization is responsible for establishing and maintaining a configuration enforcement system that enforces the approved operating system and application configurations on all computing systems.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0205,What are some potential consequences of non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations. Violations may also result in legal consequences under applicable laws.",simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0206,Who is responsible for ensuring the organization's data inventory management system tracks the necessity of the data managed by the organization when the organization's data owners approve it?,The organization's data inventory management system is responsible for tracking this information.,simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0207,Which data types are required to be tracked by the organization's data inventory management system?,"The policy states that the system must track data managed by the organization, data under its control, and data under the control of third parties.",simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0208,What is the purpose of the organization's data inventory management system?,The data inventory management system tracks the business purpose of all data managed by the organization.,simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0209,Who is responsible for ensuring the data inventory management system tracks data that should be masked in information systems?,The organization is responsible for ensuring the data inventory management system tracks data that should be masked in information systems.,simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0210,What is the purpose of DTA-16?,"DTA-16 requires the data inventory system to log and alert events related to the data managed by the organization, such as access, changes, and deletions.",simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0211,Who is responsible for defining data retention periods for different types of data managed by the organization?,"The organization shall define data retention periods for different types of data managed by the organization, according to a defined process.",simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0212,Who is this policy intended for?,This policy is intended for all system implementers and/or software engineers who may be coding applications that will access a production database server on the <Company Name> Network.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,0,False
SIMP0213,What is the primary concern regarding database credentials?,"The primary concern is that improperly stored credentials may be compromised, leading to a compromise of the database.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,0,False
SIMP0214,What is the recommended storage location for database usernames and passwords?,Database usernames and passwords may be stored in a file separate from the executing body of the program's code. This file must not be world readable or writeable.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,1,False
SIMP0215,Why is it recommended to use RSA and Elliptic Curve Cryptography (ECC) algorithms for asymmetric encryption?,The use of the RSA and Elliptic Curve Cryptography (ECC) algorithms is strongly recommended for asymmetric encryption.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,1,False
SIMP0216,Where can database usernames and passwords be stored?,"Database usernames and passwords can be stored in a separate file from the program's code, on the database server, or as part of an authentication server.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,2,False
SIMP0217,What is the purpose of storing database credentials in a hash function number in the program's code?,"Storing credentials as a hash function number in the program's code is an alternative when database credentials are stored on the database server, allowing for programmatic use of the credentials without direct access to the credentials themselves.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,2,False
SIMP0218,Where should database user names and passwords be stored?,"Database user names and passwords should be stored in a separate source file, physically separated from the other areas of your code.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,3,False
SIMP0219,What must happen immediately after database authentication?,The memory containing the user name and password must be released or cleared.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,3,False
SIMP0220,Which specific access control mechanism is required for users and software accessing sensitive data?,Users and software accessing sensitive data must be subjected to proper access control and should not be able to perform privileged operations that are out of scope of said user and/or software.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,4,False
SIMP0221,Who is responsible for ensuring that database passwords are controlled and changed in accordance with the Password Policy?,Developer groups are responsible for ensuring that database passwords are controlled and changed in accordance with the Password Policy.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,4,False
SIMP0222,What are the potential consequences of non-compliance with this policy?,"Non-compliance may result in disciplinary action, ranging from mandatory training to suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,5,False
SIMP0223,Who is responsible for protecting digital assets?,The individual is responsible for protecting our digital assets.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,5,False
SIMP0224,Who is responsible for ensuring workforce members have access to cybersecurity documentation?,The organization is responsible for ensuring that all workforce members have access to the documentation defining the cybersecurity safeguards related to their roles and responsibilities.,simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0225,Which technology platform is mentioned in the policy for delivering cybersecurity education?,The policy mentions a Learning Management System (LMS) as a technology platform for delivering cybersecurity-related education to workforce members.,simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0226,Who should be educated on securely communicating over untrusted networks?,Workforce members are required to receive education on securely communicating over untrusted networks.,simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0227,How should the organization validate the effectiveness of its cybersecurity education program?,The organization should regularly validate the effectiveness of its cybersecurity education program using quantifiable measures that can be reported to business stakeholders.,simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0228,Who is responsible for reporting the results of the cybersecurity education program to business stakeholders?,EDU-14 is responsible for regularly reporting the results of the validation of the effectiveness of the organization's cybersecurity education program to business stakeholders.,simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0229,What are potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0230,Which security measures are required to be implemented for email systems?,"The organization must implement encrypted connections (TLS) between all email servers, both internal and external. Additionally, email systems must block emails from domains that do not utilize the appropriate DNS records (SPF, DKIM, and DMARC). Spam, malware, and phishing content filtering must also be enabled for all emails.",simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0231,Who is responsible for maintaining an inventory of email domains?,The organization is responsible for maintaining an inventory of each of the domain names authorized to use email.,simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0232,What is the purpose of the organization's email systems?,"The organization's email systems are designed to filter malware content, anti-phishing content, and data content for all emails sent or received by the organization.",simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0233,Who is responsible for ensuring the organization's email systems perform anti-phishing URL filtering?,The organization is responsible for ensuring that their email systems perform anti-phishing URL filtering for all emails sent or received by the organization.,simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0234,What are the potential consequences of violating this policy?,"Violations may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations.  Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0235,Who is responsible for enforcing this policy?,"The policy emphasizes the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0236,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, which can range from mandatory training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Identity_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0237,What is the purpose of the organization's Human Resources (HR) program?,The purpose of the organization's Human Resources (HR) program is to manage the organization's workforce members formally.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0238,Who are the workforce members in this context?,The workforce members are the people employed by the organization.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0239,Which process does the organization's HR program include to handle authentication credentials?,The HR program includes a process for workforce members to return authentication credentials after their work with the organization.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0240,Who is responsible for maintaining an inventory of each Identity Provider (IDP) the organization approves?,The organization is responsible for maintaining an inventory of each approved Identity Provider (IDP).,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0241,What is the purpose of the identity management system?,The identity management system is used to provision accounts for workforce members and automatically de-provision accounts for workforce members who are tagged as inactive.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0242,Which process is required to regularly perform identity reviews of each of the organization's Identity Providers (IDPs)?,The organization shall use a defined process to regularly perform identity reviews of each of the organization's Identity Providers (IDPs) to ensure only authorized accounts exist in the system.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0243,Which security measures are required for passwords in the organization's Identity Providers (IDPs)?,"The policy mandates that passwords be stored encrypted and hashed using salts, passwords be transmitted only when encrypted, and unused accounts be automatically disabled after a period of inactivity.",simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0244,Who is responsible for secure password provisioning?,The organization's helpdesk is responsible for implementing a secure password provisioning process.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0245,Which Identity Providers (IDPs) must have their configuration benchmarks include logging access to deactivated accounts?,"The policy does not specify which IDPs must include logging access to deactivated accounts. However, it does state that the configuration benchmarks for each of the organization's IDPs must include this requirement.",simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,4,False
SIMP0246,How should the organization ensure that the configuration benchmarks for each of its IDPs include logging User Behavior Analytics (UBA) events?,The policy does not specify a method for ensuring that the configuration benchmarks include UBA events. It only states that the benchmarks must include logging UBA events.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,4,False
SIMP0247,Which networks must the organization maintain documented VLANs for?,"The organization must maintain documented VLANs for the organization's endpoint computing system networks, server computing system networks, hypervisor management system networks, software development networks, and high-risk computing systems.",simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0248,What type of authentication system must be used for each organization's wired network?,"The organization must maintain network authentication systems (802.1x) for each of its wired networks, and these systems must require certificate-based authentication.",simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0249,Which protocol is required for wireless network authentication in this policy?,The policy mandates certificate-based authentication for all wireless networks.,simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,1,False
