question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split
QA0134,Who must sign the agreed-upon contract terms?,Each of the organization's third parties that store or process any of the organization's technology systems or data must sign the agreed-upon contract terms.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0135,What type of AI system is defined in the policy?,The policy defines an 'Open AI system' as an AI system where the input provided by all users is used to train the AI model. This means that the input data from all users is not private and may be revealed to other users.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,3,False,train
QA0136,What types of alerts are tracked by the log management system?,"The policy does not specify the types of alerts tracked by the log management system, only that a log management system should be implemented to track them.",simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0137,What is the purpose of the cybersecurity safeguard validation (audit) plan?,The cybersecurity safeguard validation (audit) plan is a multi-year plan that documents the assessments the organization will perform to validate the quality of its cybersecurity safeguards.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0138,Who is responsible for network device management within the organization?,"Network administrators, IT managers, and security personnel are all responsible for network device management processes.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Scope,0,False,train
QA0139,"Based on the provided policy snippets, what specific security measures must the organization implement to ensure secure operating system configurations?","The organization must define a configuration benchmark that includes disabling unnecessary services, such as scripting languages, and enabling advanced logging.  The benchmark also requires the organization to enforce cybersecurity services like DEP, ASLR, and UAC, and to disable unnecessary wireless protocols and networks on endpoints.  This ensures a secure operating system environment by limiting the attack surface and enhancing system integrity.",complex,SANS_Configuration_Management_Policy_April2025.pdf|SANS_Configuration_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0140,"What are the responsibilities of the organization's data inventory system regarding the automatic discovery and classification of data, especially when it involves third-party environments?","The data inventory system must automatically discover and classify all data managed by the organization, both on-site and at third-party environments.  It should also automatically classify data based on its sensitivity, criticality, and business purpose, and integrate with the organization's asset inventory system for a complete picture of data location and management.",complex,SANS_Data_Inventory_Management_Policy_April2025.pdf|SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0141,"Which of the following cybersecurity penetration testing scopes must be included in the organization's cybersecurity safeguard validation (audit) plan, as defined in both snippets?","The organization's cybersecurity safeguard validation (audit) plan must include software application penetration tests, as defined in snippet B, and red team cybersecurity assessments, as defined in snippet A.",complex,SANS_Safeguard_Validation_Management_Policy_April2025.pdf|SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0142,What is the purpose of maintaining a cybersecurity configuration benchmark for each of the organization's authorized Cloud Service Providers (CSPs)?,Maintaining a cybersecurity configuration benchmark ensures that the organization's authorized Cloud Service Providers (CSPs) meet security standards.,simple,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0143,What are the potential consequences for non-compliance with the privileged account management policy?,"Non-compliance with the privileged account management policy may result in disciplinary action in line with our corporation's human resources procedures, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0144,How should the authority of the stakeholder committee responsible for the program be established?,The cybersecurity program charter must establish the authority of the stakeholder committee.,simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0145,Who is responsible for defining the cybersecurity program charter?,The organization is responsible for defining the cybersecurity program charter.,simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0146,"According to the policies, what activities are prohibited when employees use <Company Name> resources for personal use, and what are the consequences of such actions?","The policies state that accessing data, a server, or an account for any purpose other than conducting <Company Name> business is prohibited. The consequences of such actions are not explicitly stated in the provided snippets, but the policy clearly states that unauthorized copying of copyrighted material, including software products, is strictly prohibited.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,2|3,False,train
QA0147,What are some of the methods used in AI techniques and approaches?,"AI techniques and approaches include supervised, unsupervised, and reinforcement learning, as well as logic and knowledge-based approaches, statistical approaches, and Bayesian estimation.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,19,False,train
QA0148,What is the purpose of the organization's Mobile Device Management (MDM) system?,"The MDM system is designed to enforce cybersecurity safeguards on each organization's mobile device, including phones and tablets.",simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0149,Who is responsible for assigning resources to address cybersecurity projects and issues?,The organization is responsible for assigning appropriate resources to address cybersecurity projects and issues in a timely manner.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0150,"What is the process the organization will use to ensure that the logs from the organization's information systems are reviewed regularly, and who is responsible for monitoring the logs?","The organization shall define a process to regularly review the logs aggregated from its information systems. This process includes defining clear Service Level Agreements (SLAs) for who should monitor the logs, such as a Security Operations Center (SOC). Additionally, the organization will automate the review of aggregated logs and alerts on threats discovered by its aggregate log management system.",complex,SANS_Log_Management_Policy_April2025.pdf|SANS_Log_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0151,What is the policy's focus?,The policy emphasizes the need to protect assets that are located off-premises.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.9,0,False,train
QA0152,"Which cybersecurity safeguards are expected to be mapped by the organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform?",The platform is expected to map cybersecurity tools against approved and prioritized cybersecurity safeguards.,simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0153,"What are the potential consequences of not complying with the organization's physical security program, particularly regarding the security of technology assets like multi-function devices?","Non-compliance with the physical security program may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.  Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0154,What is the primary concern regarding database credentials?,"The primary concern is that improperly stored credentials may be compromised, leading to a compromise of the database.",simple,SANS_Database_Credentials_Standard_April2025.pdf,full,0,False,train
QA0155,What are the rules for the secure development of software and systems?,The rules for the secure development of software and systems should be established and applied.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.25,0,False,train
QA0156,"According to the policy, what should be segregated within the organization's networks?","Information services, users, and information systems should be segregated.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.22,0,False,train
QA0157,What specific types of legal consequences could someone face for violating this policy?,The policy does not specify the specific types of legal consequences that could be faced for policy violations.,negative,SANS_Email_Management_Policy_April2025.pdf,Safeguards,2,True,train
QA0158,Which process does PRV-14 describe?,"PRV-14 outlines the process for sharing data with third parties, ensuring it is only done with appropriate data.",simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0159,Which system component should be used to ensure authorized software can execute?,The organization should utilize a software application control system on each computing system to ensure only authorized software can execute.,simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0160,Who is responsible for ensuring that proprietary information is protected?,Employees are responsible for ensuring that proprietary information is protected in accordance with the Data Protection Standard.,simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,0,False,train
QA0161,What is the purpose of the organization's Endpoint Detection and Response (EDR) system?,The EDR system generates a database of file hashes for cybersecurity incident response.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0162,What are the security measures required for working in secure areas?,The policy requires the design and implementation of security measures for working in secure areas.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.6,0,False,train
QA0163,Who is responsible for ensuring the organization's cybersecurity safeguard documentation clearly defines a quantifiable measure of compliance for each documented cybersecurity safeguard?,The organization is responsible for ensuring that the documentation clearly defines a quantifiable measure of compliance for each documented cybersecurity safeguard.,simple,SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0164,Who must be consulted before using an AI system for personal use?,Prior approval from the appropriate department leader is required for using an AI system for personal use.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,14,False,train
QA0165,What are the potential consequences for individuals who violate this policy?,"The consequences for violating this policy can range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Policy Sanctions,0,False,train
QA0166,What security mechanisms are required for network services?,"The policy states that security mechanisms for network services must be identified, implemented, and monitored.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.21,0,False,train
QA0167,What are security perimeters used for?,Security perimeters are used to protect areas containing information and other associated assets.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.1,0,False,train
QA0168,"According to the policy documents, what specific precautions should be taken when using AI systems for personnel decisions, such as promotions, retention, and similar decisions?","The policy documents emphasize the need for extreme caution when using AI systems for personnel decisions like promotions, retention, or similar decisions.  This includes avoiding biases, both in the data sets used and in the systems themselves, to ensure fair and equitable outcomes.  The documents also highlight the potential for legal issues arising from biased AI use in these areas, such as discrimination against protected classes.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,14|15,False,train
QA0169,What is the purpose of data masking?,"Data masking is used in accordance with the organization’s topic-specific policy on access control and other related topic-specific policies, and business requirements, taking applicable legislation into consideration.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.11,0,False,train
QA0170,What specific security controls are mandated for data stored in the cloud?,The provided policy snippet does not specify security controls for data stored in the cloud.,negative,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,1,True,train
QA0171,Who has access to high-quality datasets for the development of high-risk AI systems?,"Certain actors, such as providers, notified bodies, digital innovation hubs, testing experimentation facilities, and researchers, have access to high-quality datasets relevant to their respective fields of activities.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,22,False,train
QA0172,Who is responsible for implementing data leakage prevention measures?,"Systems, networks, and devices that process, store, or transmit sensitive information are subject to data leakage prevention measures.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.12,0,False,train
QA0173,Who is informed about how their data is being used and the organization's privacy goals?,Customers and external business partners are informed about how their data is being used and the organization's privacy goals according to the policy.,simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0174,"What are the consequences of violating the organization's Vulnerability Management (VM) policy, and how are those consequences reported?","Violations of the organization's Vulnerability Management (VM) policy can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The policy also emphasizes the importance of cybersecurity, the individual's role in protecting digital assets, and the potential risks associated with non-compliance, which are reported through regular reporting of discovered vulnerabilities to various levels of staff, including technical staff, business unit staff, and business leadership staff.",complex,SANS_Vulnerability_Management_Policy_April2025.pdf|SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0175,"According to the policy, what measures are in place to protect the organization's data and systems from malicious activity, both on-site and remotely?","The organization is required to implement an Endpoint Detection and Response (EDR) system that uses software agents that cannot be disabled. This system is centrally managed and cloud-based, and it logs and tracks all running processes for cybersecurity incident response. The EDR system also generates a database of the signatures (hashes) for all the files on each computing system, ensuring a comprehensive approach to detecting and responding to malicious activity.",complex,SANS_System_Protection_Management_Policy_April2025.pdf|SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0176,"According to the policy, what is the first step a requester should take before submitting a request for using an AI system? What is the purpose of this step?","The first step a requester should take before submitting a request for using an AI system is to obtain the approval of their manager. This approval is required to ensure that the AI system use, if approved, would conform with the guidelines in this Policy, prior to submitting such request.  This step ensures that the request aligns with the company's policies and guidelines regarding the use of AI systems.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,17|18,False,train
QA0177,"According to the policy snippets, what specific actions should be taken to ensure the security of account passwords in an Identity Provider (IDP)?","The policy snippets require that the configuration benchmarks for each organization's Identity Providers (IDPs) require passwords be stored encrypted and hashed using salts, that passwords be transmitted only when encrypted, and that unused accounts be automatically disabled after a period of not being used. Additionally, the policy snippets require logging of logon events for standard accounts and access to deactivated accounts.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False,train
QA0178,How does the organization's Mobile Device Management (MDM) system ensure that only authorized applications can be installed and executed on its mobile devices?,"The organization's Mobile Device Management (MDM) system enforces application control on managed mobile devices, only allowing authorized applications, including mobile application stores, to execute on the devices. This is achieved through MDM-04 and MDM-05.",complex,SANS_Mobile_Device_Management_Policy_April2025.pdf|SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0179,What specific cybersecurity safeguards must be implemented by all third-party vendors that handle sensitive data according to the organization's policies?,"The organization's third-party contract language must include provisions requiring all third parties to implement a defined set of cybersecurity safeguards, with some safeguards being mandatory and others being optional. These safeguards are defined, and the specific requirements are outlined in the contract to ensure appropriate security measures are in place for sensitive data handling.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0180,What are the specific requirements for the use of AI systems in sensitive environments?,The provided policy snippet does not specify the requirements for using AI systems in sensitive environments.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,1,True,train
QA0181,What is the purpose of the automated asset discovery platform?,"The automated asset discovery platform is designed to discover information assets, both actively and passively, to ensure the organization's asset tracking system is accurate and automatically updated regularly.",simple,SANS_Asset_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0182,Why is it recommended to use RSA and Elliptic Curve Cryptography (ECC) algorithms for asymmetric encryption?,The use of the RSA and Elliptic Curve Cryptography (ECC) algorithms is strongly recommended for asymmetric encryption.,simple,SANS_Database_Credentials_Standard_April2025.pdf,full,1,False,train
QA0183,"According to the policy documents, how does the organization ensure that its Incident Management (IM) plan is regularly updated and reviewed?","The organization's documented Incident Management (IM) plan requires regular review and updates, defined in RES-13. The plan also mandates a process to ensure regular review and updates, defined in RES-13, including regular testing of the Incident Management (IM) plans, defined in RES-14. Additionally, the plan requires regular tabletop exercises with key stakeholders to test the BCP/DR and IM plans, defined in RES-15.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0184,Who is responsible for managing authentication information?,The management process is responsible for the allocation and management of authentication information.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.17,0,False,train
QA0185,"What are the specific data management requirements for data stored with a third-party, as outlined in the organization's data inventory management system?","The organization's data inventory management system must automatically discover data managed by the organization (whether onsite or at a third party), automatically classify and label it, and automatically discover when its private data is located in publicly available locations. Additionally, the system must be integrated with the organization's asset inventory system and log and alert events related to the data managed by the organization (such as access, changes, and deletions).",complex,SANS_Data_Inventory_Management_Policy_April2025.pdf|SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0186,What safeguards are included in the organization's documented physical security program to address access controls for physical computing devices?,"The organization's documented physical security program includes safeguards for addressing access controls for physical computing devices, as defined in policies PHY-10 and PHY-11. These safeguards ensure that individuals can remove technology assets from the organization's facilities and define procedures for securing unattended spaces, such as clean desk policies.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0187,Who determines the access control policies?,The established topic-specific policy on access control determines access control policies.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.3,0,False,train
QA0188,What are the specific limitations on employees' use of company systems for blogging or social media posting?,"While limited and occasional use of company systems for blogging or other online posting is acceptable, it must be done in a professional and responsible manner, not detrimental to the company's best interests, and not interfere with work duties.  Furthermore, employees are prohibited from revealing confidential information, making discriminatory, disparaging, or harassing comments, and harming the company's reputation when engaging in blogging.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,7|8,False,train
QA0189,What security measures are mandated for password management across the organization's Identity Providers (IDPs)?,"The organization's configuration benchmarks mandate that passwords be stored encrypted and hashed using salts, transmitted only when encrypted, and require a process for secure password provisioning. Additionally, unused accounts must be automatically disabled or have expiration dates, and logon events for standard accounts are required, including successful and failed login attempts. Furthermore, logging access to deactivated accounts is also mandated for all IDPs.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,3|4,False,train
QA0190,What is the specific process for regularly performing identity reviews of the organization's Identity Providers (IDPs)?,This policy snippet does not specify the details of the process for regularly performing identity reviews of the organization's Identity Providers (IDPs).,negative,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,2,True,train
QA0191,What specific procedures must be followed for incident response?,This policy snippet does not specify any procedures for incident response.,negative,SANS_Program_Management_Policy_April2025.pdf,Safeguards,0,True,train
QA0192,"What is the process for reviewing logs and ensuring timely response to security threats, according to the organization's cybersecurity policy?","The organization's cybersecurity policy requires the regular review of aggregated logs, including defining a process for reviewing logs, setting clear Service Level Agreements (SLAs) for log monitoring, and automating log review and alert generation. The policy also mandates the retention of system logs over time and the implementation of a log management system to track alert status.",complex,SANS_Log_Management_Policy_April2025.pdf|SANS_Log_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0193,Who is responsible for ensuring the organization's software inventory system validates that all software in the inventory is still supported by the software vendor?,The organization is responsible for ensuring that the software inventory system verifies the vendor support status of all software listed within the system.,simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0194,Who is responsible for enforcing this policy?,"The policy emphasizes the critical importance of cybersecurity and the individual's role in protecting digital assets. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,10,False,train
QA0195,"According to the policy documents, what activities are prohibited when using a company asset, even if authorized access is present?","The policy documents state that accessing data, a server, or an account for any purpose other than conducting <Company Name> business is prohibited, even if authorized access is present. Additionally, introducing malicious programs into the network or server is prohibited, as well as making fraudulent offers of products, items, or services originating from any <Company Name> account.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,3|4,False,train
QA0196,Which actions are taken against individuals who violate this policy?,"Disciplinary action may include mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if their violations involve illegal activities.",simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,3,False,train
QA0197,Who should define the organization's approved operating system configuration benchmark?,The organization should define the organization's approved operating system configuration benchmark.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0198,"According to the policy, how does the organization ensure the accuracy of its asset tracking system and how is it updated?","The organization ensures the accuracy of its asset tracking system by using both an automated asset discovery platform and a defined approval process for each information asset. The automated platform discovers information assets actively or passively, while the approval process ensures that each information asset is accurately recorded in the system. The system is then updated regularly.",complex,SANS_Asset_Management_Policy_April2025.pdf|SANS_Asset_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0199,Which data types are required to be tracked by the organization's data inventory management system?,"The policy states that the system must track data managed by the organization, data under its control, and data under the control of third parties.",simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0200,Who is responsible for ensuring that cybersecurity risk is reported to technical stakeholders?,"The organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform is responsible for reporting cybersecurity risk to technical stakeholders.",simple,SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0201,Who is responsible for developing and maintaining an inventory of information and associated assets?,The policy requires that an inventory of information and associated assets be developed and maintained. The policy does not specify who is responsible for this task.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.9,0,False,train
QA0202,"Based on the provided policies, what is the organization's responsibility regarding the security of authentication credentials and the minimum number of identity providers used?","The organization is responsible for ensuring that authentication credentials are returned after work, and for minimizing the number of Identity Providers (IDPs) used. The organization must also maintain an inventory of authorized IDPs and ensure that configuration benchmarks prevent account sharing, concurrent logins, and account name reuse within a defined period of time. This is to ensure the security of the organization's authentication credentials and to minimize the attack surface.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0203,What specific legal consequences could an employee face for violating this policy?,This policy snippet does not specify the specific legal consequences that an employee could face for violating this policy.,negative,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,2,True,train
QA0204,"What are the potential consequences of non-compliance with the organization's cybersecurity education program, as specified in the policy?","Non-compliance with the organization's cybersecurity education program may result in disciplinary action in line with our corporation's human resources procedures. Consequences can range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Education_Management_Policy_April2025.pdf|SANS_Education_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0205,Who defines and allocates information security roles and responsibilities?,The organization determines the roles and responsibilities for information security based on its specific needs.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.2,0,False,train
QA0206,Which safeguards are required to address data privacy?,"The policy requires the organization to implement safeguards that address data privacy, as defined by its documented privacy program.",simple,SANS_Privacy_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0207,How often can employees use company systems for blogging?,The policy does not specify the frequency or extent of acceptable blogging activities.,negative,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,8,True,train
QA0208,What is the policy's focus?,"The policy focuses on protecting information processing facilities from disruptions caused by failures in supporting utilities, such as power outages.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.11,0,False,train
QA0209,Who is responsible for communicating information security responsibilities and duties after termination or change of employment?,"Relevant personnel and other interested parties should be informed about the defined, enforced, and communicated information security responsibilities and duties.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.5,0,False,train
QA0210,Who is responsible for implementing security measures for remote working?,"Personnel working remotely are responsible for implementing security measures to protect information accessed, processed, or stored outside the organization’s premises.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.7,0,False,train
QA0211,What type of authentication system must be used for each organization's wired network?,"The organization must maintain network authentication systems (802.1x) for each of its wired networks, and these systems must require certificate-based authentication.",simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0212,Who is responsible for enforcing this policy?,The ResponsibleCorporateOfficer at YourCompanyName is responsible for the enforcement of this Policy.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,0,False,train
QA0213,What types of sanctions are outlined in the policy for policy violations?,"The policy outlines written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations as potential sanctions for policy violations.",simple,SANS_Acceptable_Encryption_Standard_April2025.pdf,full,3,False,train
QA0214,Who is responsible for ensuring the organization's software development program adheres to the organization's cybersecurity governance safeguards?,The organization is responsible for ensuring its software development program adheres to cybersecurity governance safeguards.,simple,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0215,"According to the policy, what security measures are in place to ensure authorized users can only remotely connect to the organization's network?","The policy requires the use of perimeter network firewalls, which must enforce multi-factor authentication (MFA) and encrypted channels (TLS) when authenticating remote connections. Additionally, the firewalls must implement user behavior analytics (UBA) and require full packet capture for all network traffic. These measures ensure that only authorized users can access the network remotely.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0216,Who is responsible for formally reviewing and updating the organization's cybersecurity program charter?,The organization's board of directors or executive leadership team is responsible for formally reviewing and updating the organization's cybersecurity program charter.,simple,SANS_Program_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0217,"According to the policy, how is the organization required to address identified cybersecurity vulnerabilities in its custom software applications?",The organization is required to address identified cybersecurity vulnerabilities in its custom software applications by reporting them to the issue-tracking system. This includes both vulnerabilities found through the software application code vulnerability scanner and vulnerabilities found through the software library and third-party module scanner. The organization must also ensure that these vulnerabilities are tracked and the criticality of each custom software application is assessed to assist with threat modeling.,complex,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf|SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0218,Which security measures are required to be implemented for email systems?,"The organization must implement encrypted connections (TLS) between all email servers, both internal and external. Additionally, email systems must block emails from domains that do not utilize the appropriate DNS records (SPF, DKIM, and DMARC). Spam, malware, and phishing content filtering must also be enabled for all emails.",simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0219,What is the purpose of the organization's Human Resources (HR) program?,The purpose of the organization's Human Resources (HR) program is to manage the organization's workforce members formally.,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,0,False,train
QA0220,"According to the policy, how are database passwords handled to ensure they are not shared between programs?","Database passwords are system-level passwords as defined by the Password Policy. Developer groups must have a process in place to ensure that these passwords are controlled and changed in accordance with the Password Policy, including restricting knowledge of the passwords to a need-to-know basis.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,3|4,False,train
QA0221,Which type of AI system requires the approval of the AI Committee?,"Software developed with one or more of the techniques and approaches listed in Annex I and which can generate outputs such as content, predictions, recommendations, or decisions influencing the environments they interact with, requires approval from the AI Committee.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,1,False,train
QA0222,What are the potential consequences for an organization if it does not comply with the policy regarding privileged accounts and logon events?,"Non-compliance with the policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities. These sanctions emphasize the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations.",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0223,Who is responsible for reporting potential violations of this policy?,"The directors, managers, employees, and agents of YourCompanyName are responsible for reporting any conduct that may violate this policy.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,19,False,train
QA0224,What authentication technologies should be implemented?,Secure authentication technologies and procedures should be implemented based on information access restrictions and the topic-specific policy on access control.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.5,0,False,train
QA0225,What procedures and measures should be implemented to secure software installation on operational systems?,Procedures and measures should be implemented to ensure the secure installation of software on operational systems.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.19,0,False,train
QA0226,"According to the documents, what is the process for regularly testing the organization's Incident Management (IM) plans?","The documents outline a process for regularly testing the organization's Incident Management (IM) plans. This process includes regularly testing the Incident Management (IM) plans, as well as testing the organization's Incident Management (IM) tools.  It also mentions tabletop exercises with key stakeholders to test both the Business Continuity and Disaster Recovery (BCP / DR) and Incident Management (IM) plans.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
