question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible
COMP0061,What security measures are mandated for password management across the organization's Identity Providers (IDPs)?,"The organization's configuration benchmarks mandate that passwords be stored encrypted and hashed using salts, transmitted only when encrypted, and require a process for secure password provisioning. Additionally, unused accounts must be automatically disabled or have expiration dates, and logon events for standard accounts are required, including successful and failed login attempts. Furthermore, logging access to deactivated accounts is also mandated for all IDPs.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,3|4,False
COMP0062,"According to the policy, what specific security measure must be in place for all wireless networks and what is its purpose?","To ensure the security of wireless networks, all wireless networks must have certificate-based authentication, and all wireless connections must be encrypted using AES-CCMP. This is to prevent unauthorized access and protect sensitive data transmitted over the network.",complex,SANS_Internal_Network_Access_Management_Policy_April2025.pdf|SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0063,"What are the potential consequences for violating the organization's cybersecurity policies, as outlined in the provided snippets?","Violating the organization's cybersecurity policies, as outlined in the snippets, can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Internal_Network_Access_Management_Policy_April2025.pdf|SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0064,"What is the process the organization will use to ensure that the logs from the organization's information systems are reviewed regularly, and who is responsible for monitoring the logs?","The organization shall define a process to regularly review the logs aggregated from its information systems. This process includes defining clear Service Level Agreements (SLAs) for who should monitor the logs, such as a Security Operations Center (SOC). Additionally, the organization will automate the review of aggregated logs and alerts on threats discovered by its aggregate log management system.",complex,SANS_Log_Management_Policy_April2025.pdf|SANS_Log_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0065,"According to these policies, what are the consequences for failing to implement a log management system, and what specific action is required to ensure compliance with this policy?","The policies emphasize the importance of cybersecurity and the role individuals play in protecting digital assets. Non-compliance with the log management policy may result in disciplinary action ranging from mandatory refresher training to termination of employment or contractual obligations. To ensure compliance, the organization must implement a log management system, such as a SIEM, SOAR, or service management platform, to track the status of alerts generated by the organization's log management system.",complex,SANS_Log_Management_Policy_April2025.pdf|SANS_Log_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0066,"According to the policy, what measures are in place to ensure the organization's mobile devices are secure and compliant with data protection policies?","The organization's Mobile Device Management (MDM) system is designed to enforce both mobile operating system and application updates on all managed mobile devices.  Additionally, the MDM system can remotely wipe data from lost or stolen devices, ensuring data protection and compliance with data protection policies.",complex,SANS_Mobile_Device_Management_Policy_April2025.pdf|SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0067,What specific actions are required to ensure the organization's network devices are managed securely and are compliant with the organization's cybersecurity policy?,"The organization's network device management system must regularly scan for new devices, monitor each device's status, log and alert when offline, perform IP Address Management, record netflow data, compare configurations, and ensure the latest firmware is installed on each device to secure network devices and maintain compliance with the organization's cybersecurity policy.",complex,SANS_Network_Device_Management_Policy_April2025.docx|SANS_Network_Device_Management_Policy_April2025.docx,Safeguards|Safeguards,0|1,False
COMP0068,"According to the policy, what security measures are in place to ensure authorized users can only remotely connect to the organization's network?","The policy requires the use of perimeter network firewalls, which must enforce multi-factor authentication (MFA) and encrypted channels (TLS) when authenticating remote connections. Additionally, the firewalls must implement user behavior analytics (UBA) and require full packet capture for all network traffic. These measures ensure that only authorized users can access the network remotely.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0069,"What security measures are required to ensure that all remote connections are secure and monitored, and what are the potential consequences of non-compliance?","To ensure secure and monitored remote connections, the organization must implement perimeter network firewalls with Multi-Factor Authentication (MFA), encrypted channels (TLS), and User Behavior Analytics (UBA), along with full packet capture and IDS/IPS systems at the perimeter network connections.  Non-compliance with these security measures could result in disciplinary action, potentially ranging from training and warnings to temporary suspension of remote access privileges.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0070,"What are the potential consequences for an employee who violates the organization's cybersecurity policies, and how are these consequences determined?","Non-compliance with these policies can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges, and in severe cases, termination of employment or contractual obligations. The severity of the action is determined based on the seriousness of the breach.",complex,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf|SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0071,"The policy requires the organization to implement safeguards for both physical access devices and environmental protection.  What specific safeguards are required for managing technology assets, including their classification level and handling, as well as environmental protection of the organization's facilities?","The organization must implement safeguards in its physical security program to address the handling of physical access devices, such as keys or cards, and the classification level of technology assets. Additionally, the program must include environmental safeguards to protect facilities and technology assets, including logging physical access to the facilities and performing regular physical penetration tests.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0072,"What are the consequences of not complying with the physical security program, and how can these consequences be enforced?","Non-compliance with the physical security program may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Enforcement of these sanctions will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0073,"According to the policy snippets, how does the organization ensure that data is processed in a privacy-compliant manner, and what are the specific safeguards that are in place for this process?","The organization ensures that data is processed in a privacy-compliant manner by defining a process for recording and evaluating data provenance and lineage (PRV-07), as well as limiting the identification or inference of individuals when processing data (PRV-08).  The policy also outlines processes for obtaining feedback from individuals regarding data use, allowing data corrections, and allowing data deletions (PRV-11, PRV-12, PRV-13). These safeguards are intended to protect individual privacy while enabling data processing for legitimate purposes.",complex,SANS_Privacy_Management_Policy_April2025.pdf|SANS_Privacy_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0074,"According to the policies, how does the organization handle requests for data deletions and how does it track those requests?","The organization's documented privacy program defines a process for individuals to request data deletions of their data (right to be forgotten), and the organization's privacy record system tracks these requests and the organization's response. This system also tracks data corrections, ensuring that individuals can request corrections to their data and the organization's response to such requests.",complex,SANS_Privacy_Management_Policy_April2025.pdf|SANS_Privacy_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0075,"What are the recommended steps for the organization to take to ensure the security of its privileged accounts, according to this policy?","The policy recommends maintaining an inventory of all privileged accounts, including those on endpoint computing systems, server computing systems, network devices, and enterprise business applications, and ensuring that they are authorized and dedicated. It also mandates that all privileged accounts must not use default system credentials for authentication. Additionally, the organization is advised to implement a Privileged Account Management (PAM) system to automatically rotate credentials for all privileged accounts, including endpoint, server, and network devices, and to ensure that all privileged accounts are secured with Multi-Factor Authentication (MFA).",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0076,What are the potential consequences for non-compliance with the privileged account management policy?,"Non-compliance with the privileged account management policy may result in disciplinary action in line with our corporation's human resources procedures, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0077,"According to the policy documents, who is responsible for defining the scope and applicability of the cybersecurity program charter and ensuring that the program charter defines the ultimate goal of the cybersecurity program?","The policy documents state that the organization is responsible for defining the scope and applicability of the cybersecurity program charter and ensuring that the program charter defines the ultimate goal of the cybersecurity program, as well as the cybersecurity regulations and standards it shall use to define its goals for specific cybersecurity safeguards. This is defined by PRG-02 and PRG-03.",complex,SANS_Program_Management_Policy_April2025.pdf|SANS_Program_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0078,"According to the policies, what is the minimum level of approval required for the cybersecurity program charter and what is the consequence of not meeting this requirement?","The cybersecurity program charter must be reviewed and formally approved by the organization's board of directors or executive leadership team, and it must be formally approved by the organization's board of directors or executive leadership team. Non-compliance with this policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Program_Management_Policy_April2025.pdf|SANS_Program_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0079,"According to the policy, what specific process must the organization follow to ensure the Incident Management (IM) plan is updated to reflect new cybersecurity threats and vulnerabilities?","The policy outlines the need to define a process for updating the Incident Management (IM) plan to reflect new cybersecurity threats and vulnerabilities. It also emphasizes the importance of documenting the incident response plan, including how to report incidents to external groups and how to classify incidents.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0080,"According to the documents, what is the process for regularly testing the organization's Incident Management (IM) plans?","The documents outline a process for regularly testing the organization's Incident Management (IM) plans. This process includes regularly testing the Incident Management (IM) plans, as well as testing the organization's Incident Management (IM) tools.  It also mentions tabletop exercises with key stakeholders to test both the Business Continuity and Disaster Recovery (BCP / DR) and Incident Management (IM) plans.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0081,"According to the policies, what specific actions are required to ensure that the organization can quickly respond to cybersecurity incidents and maintain data integrity?","The policies require the organization to maintain a cybersecurity forensics and threat-hunting program (RES-19) and cybersecurity forensics tools (RES-20) to detect and respond to cybersecurity incidents, as well as maintain an enterprise backup architecture (RES-22) and trusted system images (RES-23) for quick system recovery. These actions, coupled with technical access controls on backups (RES-25), ensure the organization can respond to incidents quickly and maintain data integrity.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0082,What are the key elements of the organization's approach to ensuring the availability and recoverability of its critical data and systems in case of a cybersecurity incident?,"The organization's approach to ensuring the availability and recoverability of its critical data and systems in case of a cybersecurity incident includes maintaining immutable backups, technical access controls on backups, and regular testing of these backups. This approach ensures that backups are not accidentally deleted or compromised by malicious individuals, and that they can be quickly restored in the case of a cybersecurity incident.",complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,3|4,False
COMP0083,"According to the policy, how does the organization ensure that cybersecurity risk is reported to stakeholders in a way that is consistent with approved exceptions?","The organization ensures that cybersecurity risk is reported to stakeholders in a way that takes approved exceptions into account and in a way that does not take approved exceptions into account through its Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform. The platform utilizes dashboards that report cybersecurity risk based on approved exceptions and without approved exceptions.",complex,SANS_Risk_Communication_Management_Policy_April2025.pdf|SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0084,"According to the policies, what are the potential consequences for failing to meet the reporting requirements for cybersecurity risk to business stakeholders?","Non-compliance with the policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Risk_Communication_Management_Policy_April2025.pdf|SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0085,"According to the policy documents, what is the purpose of the organization's cybersecurity project tracking system?","The cybersecurity project tracking system is used to document each of the organization's active cybersecurity projects, track the capital and personnel implementation costs, prioritize projects, and track the status of each project. It also serves as a central repository for documenting approved cybersecurity exceptions and issues that may cause information systems or software applications to be out of compliance with the organization's approved cybersecurity safeguards.",complex,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf|SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0086,"What are the consequences of violating the organization's cybersecurity policy, and what is the process for addressing cybersecurity projects and issues?","Violations of the cybersecurity policy may result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The organization's policy requires regular review of cybersecurity projects, exceptions, and issues, and reporting the status to leadership. This process is intended to ensure timely and effective response to potential cybersecurity breaches.",complex,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf|SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0087,"According to the policy documents, how does the organization ensure that its cybersecurity safeguards are up-to-date?",The organization ensures that its cybersecurity safeguards are up-to-date by regularly reviewing all of the documentation used to define the safeguards. This review process helps ensure that the safeguards are appropriate and current.,complex,SANS_Safeguard_Selection_Management_Policy_April2025.pdf|SANS_Safeguard_Selection_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0088,"According to the policy, what specific cybersecurity penetration testing procedures must be included in the organization's cybersecurity safeguard validation (audit) plan, and what are the conditions for performing these tests?","The organization's cybersecurity safeguard validation (audit) plan must include software application penetration tests. These tests must be performed only against test systems due to the sensitivity of such systems. The plan also defines how cybersecurity penetration testing should utilize vulnerability scanners, document test findings in machine-readable formats (such as SCAP), and monitor user accounts during the tests.",complex,SANS_Safeguard_Validation_Management_Policy_April2025.pdf|SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0089,"According to the policy, how should the organization document the results of cybersecurity assessments? Which software platform is recommended for this purpose?","The organization must document the results of each cybersecurity assessment in a central software platform, such as a Governance, Risk, and Compliance (GRC) tool.  The policy also states that the results should be documented in a central software platform and that the organization tracks the progress of each assessment in this same platform.",complex,SANS_Safeguard_Validation_Management_Policy_April2025.pdf|SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0090,How does the organization ensure that software application developers utilize approved encryption algorithms in their applications?,"The organization ensures that software application developers utilize organization and industry-approved encryption algorithms in their applications by defining how they will do so in their software development coding standards.  This is outlined in policy snippets SDM-08 and SDM-09, which require developers to use approved encryption algorithms.",complex,SANS_Software_Development_Management_Policy_April2025.pdf|SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0091,"According to the policies, what are the consequences for developers who violate data privacy policies and fail to implement proper input validation in their applications?","Policy sanctions for non-compliance with data privacy policies include disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.  The severity of the action corresponds directly to the seriousness of the breach.",complex,SANS_Software_Development_Management_Policy_April2025.pdf|SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0092,"According to the policy, how does the organization ensure that its custom software applications are properly secured and that vulnerabilities are addressed promptly?","The organization ensures the proper security of its custom software applications by using a software application code vulnerability scanner to scan each application for vulnerabilities.  The vulnerabilities are then reported to the organization's issue-tracking system, which helps the organization with threat modeling and provides the basis for prompt action.  This process is further enhanced by the organization maintaining an approved inventory of all software libraries and third-party modules used in the development of these applications, ensuring that the software is regularly updated and scanned for vulnerabilities.",complex,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf|SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0093,"According to the policies, what is the responsibility of the organization regarding the remediation of cybersecurity vulnerabilities in custom software applications?",The organization is responsible for remediating cybersecurity vulnerabilities in custom software applications in accordance with the documented Service Level Agreements (SLAs). This includes reporting the vulnerabilities to the appropriate stakeholders regularly and ensuring timely mitigation through the issue-tracking system.,complex,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf|SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0094,"How does the organization ensure that all software is kept up to date, including operating systems and applications?","The organization ensures software is kept up to date by maintaining a software inventory system that validates all software in the inventory is still supported by the software vendor and regularly updates the inventory via an automated discovery tool. Additionally, the organization defines a process to ensure all software adheres to the organization's approved software-update Service Level Agreement (SLA). This process ensures that all software, including operating systems and applications, is kept up to date according to the defined SLA.",complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0095,"What are the potential consequences of violating the organization's software update policy, according to the policy document?","Policy violations can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges, and in severe cases, termination of employment or contractual obligations. Individuals could also be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Software_Management_Policy_April2025.pdf|SANS_Software_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0096,"According to the policy, what measures are in place to protect the organization's data and systems from malicious activity, both on-site and remotely?","The organization is required to implement an Endpoint Detection and Response (EDR) system that uses software agents that cannot be disabled. This system is centrally managed and cloud-based, and it logs and tracks all running processes for cybersecurity incident response. The EDR system also generates a database of the signatures (hashes) for all the files on each computing system, ensuring a comprehensive approach to detecting and responding to malicious activity.",complex,SANS_System_Protection_Management_Policy_April2025.pdf|SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0097,"What specific actions does the organization's removable media safeguard system take to ensure data security, and how does it achieve this?","The organization's removable media safeguard system tracks data owners on approved devices responsible for the media, disables removable storage media on computing systems that do not require such devices, and only allows authorized users to read and write to authorized removable media devices. This system utilizes encryption for data security, ensuring only authorized users can write to authorized removable media devices.",complex,SANS_System_Protection_Management_Policy_April2025.pdf|SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0098,"According to the policy documents, what specific information must be included in the contract language when working with third-party vendors that handle sensitive data?",The contract language must include provisions requiring all third parties to implement a defined set of cybersecurity safeguards and specifying which safeguards are required. This also includes provisions requiring any third party that experiences a significant cybersecurity event to promptly report it to the organization.,complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0099,What specific cybersecurity safeguards must be implemented by all third-party vendors that handle sensitive data according to the organization's policies?,"The organization's third-party contract language must include provisions requiring all third parties to implement a defined set of cybersecurity safeguards, with some safeguards being mandatory and others being optional. These safeguards are defined, and the specific requirements are outlined in the contract to ensure appropriate security measures are in place for sensitive data handling.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0100,"According to the policies, how are third-party cybersecurity safeguards assessed and what is the basis for the assessment?","The policies outline a comprehensive assessment process for third-party cybersecurity safeguards. This process includes evaluating criticality, implementing appropriate safeguards, and monitoring for significant cybersecurity events. These factors are used to determine the aggregate cybersecurity rating of third-party vendors, which acts as a basis for their ongoing monitoring and potential de-commissioning.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0101,"What are the consequences of violating the organization's Vulnerability Management (VM) policy, and how are those consequences reported?","Violations of the organization's Vulnerability Management (VM) policy can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The policy also emphasizes the importance of cybersecurity, the individual's role in protecting digital assets, and the potential risks associated with non-compliance, which are reported through regular reporting of discovered vulnerabilities to various levels of staff, including technical staff, business unit staff, and business leadership staff.",complex,SANS_Vulnerability_Management_Policy_April2025.pdf|SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0102,"What are the potential consequences of failing to comply with the Vulnerability Management (VM) policy, and how are those consequences related to the severity of a breach?","Failure to comply with the Vulnerability Management (VM) policy can lead to disciplinary action, ranging from training and warnings to suspension of remote access privileges or even termination of employment or contractual obligations. The severity of these consequences directly corresponds to the seriousness of the breach, emphasizing the critical importance of cybersecurity and the individual's role in protecting digital assets.",complex,SANS_Vulnerability_Management_Policy_April2025.pdf|SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0103,"What is the recommended encryption algorithm for symmetric encryption according to <Company Name> policy, and which standard should be used for asymmetric encryption?","According to <Company Name> policy, the recommended algorithm for symmetric encryption is the Advanced Encryption Standard (AES). For asymmetric encryption, the RSA and Elliptic Curve Cryptography (ECC) algorithms are strongly recommended.  They must meet the standards defined in NIST publication FIPS 140-2 or any superseding documents, according to date of implementation.",complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,0|1,False
COMP0104,"What authentication methods are required for servers used for authentication, and what is the recommended way to verify a server's public key?","Servers used for authentication, such as RADIUS or TACACS, must have installed a valid certificate signed by a known trusted provider.  Public keys used to establish trust must be authenticated prior to use, with examples including cryptographically signed messages or manual verification of the public key hash.",complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,1|2,False
COMP0105,"What are the potential consequences of violating the key generation policy, as outlined in the document, and how are those consequences enforced?","Violations of the key generation policy, such as improper key storage or generation, can result in disciplinary action, ranging from mandatory training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The severity of the action is directly tied to the seriousness of the breach, and enforcement is consistent and impartial.",complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,2|3,False
COMP0106,What are the requirements for securing a company-owned mobile device that connects to the internal network?,"According to the policy, all mobile and computing devices that connect to the internal network must comply with the Minimum Access Policy.  This policy likely includes requirements like passwords, access restrictions, and secure lock screen settings, as outlined in the Password Policy and the security policy for mobile devices.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0107,"What are the specific security measures required for employees using company-owned devices, and what are the consequences of violating these measures?","Employees must use a password-protected lock screen on company-owned devices, and must lock the screen or log off when the device is unattended.  Violations of the security measures, such as providing access to another individual or failing to secure access, are prohibited.  Additionally, employees must be cautious when opening email attachments from unknown senders, as they may contain malware.  Employees of <Company Name> are prohibited from engaging in any activity that is illegal under local, state, federal or international law while utilizing company resources.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0108,"According to the policies, what activities are prohibited when employees use <Company Name> resources for personal use, and what are the consequences of such actions?","The policies state that accessing data, a server, or an account for any purpose other than conducting <Company Name> business is prohibited. The consequences of such actions are not explicitly stated in the provided snippets, but the policy clearly states that unauthorized copying of copyrighted material, including software products, is strictly prohibited.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,2|3,False
COMP0109,"Based on the provided policies, what is the minimum level of access required for a member of the workforce to access code repositories and why?","To access code repositories, a member of the workforce must have the required access based on the organization's defined roles and the principle of least privilege. This is to ensure that only those with a specific need can access sensitive code repositories. The organization's policy mandates that Access Control Lists (ACLs) on code repositories be based on approved documentation, roles, and the principle of least privilege.",complex,SANS_Access_Management_Policy_April2025.pdf|SANS_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0110,"What are the potential consequences for non-compliance with the Access Control List (ACL) policy, and what actions are taken to ensure the policy is followed?","Non-compliance with the Access Control List (ACL) policy can lead to disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination. The policy emphasizes the importance of cybersecurity and the role of individuals in protecting digital assets. Enforcement is consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach. The policy also mandates logging and alerting changes to group or role memberships or configured ACLs.",complex,SANS_Access_Management_Policy_April2025.pdf|SANS_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0111,"According to the policy documents, what is the role of the AI Committee in relation to AI systems at YourCompanyName?",The AI Committee is tasked with reviewing and approving uses of AI at YourCompanyName. This includes evaluating the potential risks and benefits of new AI systems and ensuring that they are used ethically and responsibly.,complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,0|1,False
COMP0112,"According to the policy documents, which type of AI system requires approval from the AI Committee?","The policy documents define an AI system as software developed with one or more of the techniques and approaches listed in Annex I, that can generate outputs such as content, predictions, recommendations, or decisions. The policy documents state that 'Artificial Intelligence System' or 'AI System' requires approval from the AI Committee.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,1|2,False
COMP0113,"According to the policy documents, what type of data is considered 'Non-public YourCompanyName data' and what is the main purpose of this policy?","Non-public YourCompanyName data is any information that, if disclosed, could violate the privacy of individuals, government regulations or statutes, could jeopardize the financial state of YourCompanyName, could injure its reputation, or could reduce its competitive advantage. This policy aims to provide general guidance on the use of AI at YourCompanyName to ensure it can leverage AI as a tool while meeting legal obligations.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,2|3,False
COMP0114,What is the process the organization should use to approve each information asset in the organization's asset tracking system?,"The organization must define a process to approve each information asset in the asset tracking system. This process is outlined in policy snippet B, where the organization is required to define a process for approval.",complex,SANS_Asset_Management_Policy_April2025.pdf|SANS_Asset_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0115,"What are the two main methods the organization uses to ensure the security of its cloud services, and what are their respective responsibilities?","The organization uses two main methods to ensure the security of its cloud services: a cloud configuration vulnerability management system and a Data Loss Prevention (DLP) system. The cloud configuration vulnerability management system scans the organization's authorized Cloud Service Providers (CSPs) or Software-as-a-Service (SaaS) providers for potential cybersecurity vulnerabilities, while the DLP system logs and alerts on potential data loss events in the organization's CSPs or SaaS providers.",complex,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf|SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0116,What are the potential consequences for an employee who violates the policy regarding logging and alerting on data loss events in cloud services?,"Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures, including mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf|SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
COMP0117,"According to the policies, what are two specific cybersecurity services that must be enabled to ensure the organization's operating systems are secure?","The policies require the organization to enable Data Execution Protection (DEP) and User Account Control (UAC) to enhance the security of its operating systems. These services protect against malicious code execution and unauthorized user actions, respectively.",complex,SANS_Configuration_Management_Policy_April2025.pdf|SANS_Configuration_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False
COMP0118,"What is the consequence of non-compliance with the organization's approved operating system and application configurations, regardless of the computing system's location?","Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Configuration_Management_Policy_April2025.pdf|SANS_Configuration_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False
