chunk_id,filename,section_label,chunk_index,text
99,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,2,"cihaz gözetimsizdir. Çalışanların <Şirket Adı> e-posta adresinden haber gruplarına veya diğer çevrimiçi platformlara yaptığı gönderiler, gönderi iş görevleri sırasında olmadığı sürece, ifade edilen görüşlerin kesinlikle kendilerine ait olduğunu ve mutlaka <Şirket Adı>'na ait olmadığını belirten bir sorumluluk reddi beyanı içermelidir. Çalışanların, bilinmeyen gönderenlerden alınan ve kötü amaçlı yazılım içerebilecek e-posta eklerini açarken son derece dikkatli olmaları gerekir. Kabul Edilemez Kullanım Aşağıdaki faaliyetler genel olarak yasaktır. Çalışanlar, meşru iş sorumlulukları sırasında bu kısıtlamalardan muaf tutulabilir (örneğin, sistem yönetimi personeli, bir ana bilgisayarın üretim hizmetlerini kesintiye uğratması durumunda, ana bilgisayarın ağ erişimini devre dışı bırakma ihtiyacı duyabilir). Hiçbir koşulda <Şirket Adı> çalışanının, <Şirket Adı>'na ait kaynakları kullanırken yerel, eyalet, federal veya uluslararası yasalara göre yasa dışı olan herhangi bir faaliyette bulunma yetkisi yoktur. Aşağıdaki listeler hiçbir şekilde kapsamlı değildir ancak kabul edilemez kullanım kategorisine giren faaliyetler için bir çerçeve sağlamaya çalışmaktadır. Sistem ve Ağ Faaliyetleri Aşağıdaki faaliyetler istisnasız olarak kesinlikle yasaktır: Herhangi bir kişi veya kişinin haklarının ihlali.
device is unattended. Postings by employees from a <Company Name> email address to newsgroups or other online platforms, should contain a disclaimer stating that the opinions expressed are strictly their own and not necessarily those of <Company Name>, unless posting is during business duties. Employees must use extreme caution when opening email attachments received from unknown senders, which may contain malware. Unacceptable Use The following activities are, in general, prohibited. Employees may be exempted from these restrictions during their legitimate job responsibilities (e.g., systems administration staff may have a need to disable the network access of a host if that host is disrupting production services). Under no circumstances is an employee of <Company Name> authorized to engage in any activity that is illegal under local, state, federal or international law while utilizing <Company Name>-owned resources. The lists below are by no means exhaustive but attempt to provide a framework for activities which fall into the category of unacceptable use. System and Network Activities The following activities are strictly prohibited, with no exceptions: Violations of the rights of any person or"
100,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,3,"kapsamlı değildir ancak kabul edilemez kullanım kategorisine giren faaliyetler için bir çerçeve sağlamaya çalışır. Sistem ve Ağ Faaliyetleri Aşağıdaki faaliyetler hiçbir istisna olmaksızın kesinlikle yasaktır: ""Korsan"" veya <Şirket Adı> tarafından kullanım için uygun şekilde lisanslanmayan diğer yazılım ürünlerinin kurulumu veya dağıtımı dahil ancak bunlarla sınırlı olmamak üzere telif hakkı, ticari sır, patent veya diğer fikri mülkiyet hakları veya benzer yasa veya düzenlemelerle korunan herhangi bir kişi veya şirketin haklarının ihlali. Dergilerden, kitaplardan veya diğer telif hakkıyla korunan kaynaklardan fotoğrafların dijitalleştirilmesi ve dağıtılması, telif hakkıyla korunan müzik ve <Şirket Adı> veya son kullanıcının aktif bir lisansına sahip olmadığı telif hakkıyla korunan herhangi bir yazılımın kurulumu dahil ancak bunlarla sınırlı olmamak üzere, telif hakkıyla korunan materyalin izinsiz kopyalanması kesinlikle yasaktır. Erişim yetkisine sahip olsanız bile <Şirket Adı> işini yürütmek dışında herhangi bir amaçla verilere, sunucuya veya hesaba erişmeniz yasaktır. Uluslararası veya bölgesel ihracat kontrol yasalarını ihlal edecek şekilde yazılım, teknik bilgi, şifreleme yazılımı veya teknolojisinin ihraç edilmesi yasa dışıdır. Önce uygun yönetime danışılmalıdır.
no means exhaustive but attempt to provide a framework for activities which fall into the category of unacceptable use. System and Network Activities The following activities are strictly prohibited, with no exceptions: Violations of the rights of any person or company protected by copyright, trade secret, patent or other intellectual property, or similar laws or regulations, including, but not limited to, the installation or distribution of ""pirated"" or other software products that are not appropriately licensed for use by <Company Name>. Unauthorized copying of copyrighted material including, but not limited to, digitization and distribution of photographs from magazines, books or other copyrighted sources, copyrighted music, and the installation of any copyrighted software for which <Company Name> or the end user does not have an active license is strictly prohibited. Accessing data, a server, or an account for any purpose other than conducting <Company Name> business, even if you have authorized access, is prohibited. Exporting software, technical information, encryption software or technology, in violation of international or regional export control laws, is illegal. The appropriate management should be consulted prior to"
101,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,4,"Yetkili erişime sahip olsanız bile <Şirket Adı> ile iş yapmak yasaktır. Uluslararası veya bölgesel ihracat kontrol yasalarını ihlal edecek şekilde yazılım, teknik bilgi, şifreleme yazılımı veya teknolojisinin ihraç edilmesi yasa dışıdır. Söz konusu herhangi bir malzemenin ihracatından önce uygun yönetime danışılmalıdır. Kötü amaçlı programların ağa veya sunucuya girmesi (örn. virüsler, solucanlar, truva atları, fidye yazılımları vb.). Hesabınızın şifresini/parolanızı başkalarına açıklamak veya hesabınızın başkaları tarafından kullanılmasına izin vermek. Evde iş yapılırken buna aile ve diğer hane halkı üyeleri de dahildir. Kullanıcının yerel yetki alanındaki cinsel taciz veya düşmanca iş yeri yasalarını ihlal eden materyallerin tedarik edilmesi veya iletilmesinde aktif olarak yer almak için <Şirket Adı> bilgi işlem varlığını kullanmak. Herhangi bir <Şirket Adı> hesabından kaynaklanan sahte ürün, öğe veya hizmet teklifleri yapmak. Normal iş görevlerinin bir parçası olmadığı sürece, garantiyle ilgili açık veya zımni beyanlarda bulunmak. Güvenlik ihlallerini veya ağ iletişiminde kesintileri etkilemek. Güvenlik ihlalleri, çalışanın amaçlanan alıcı olmadığı verilere erişimi içerir ancak bunlarla sınırlı değildir.
than conducting <Company Name> business, even if you have authorized access, is prohibited. Exporting software, technical information, encryption software or technology, in violation of international or regional export control laws, is illegal. The appropriate management should be consulted prior to export of any material that is in question. Introduction of malicious programs into the network or server (e.g., viruses, worms, trojan horses, ransomware, etc.). Revealing your account password/passphrase to others or allowing use of your account by others. This includes family and other household members when work is being done at home. Using a <Company Name> computing asset to actively engage in procuring or transmitting material that is in violation of sexual harassment or hostile workplace laws in the user's local jurisdiction. Making fraudulent offers of products, items, or services originating from any <Company Name> account. Making statements about warranty, expressly or implied, unless it is a part of normal job duties. Effecting security breaches or disruptions of network communication. Security breaches include, but are not limited to, accessing data of which the employee is not an intended recipient or"
102,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,5,"Normal iş görevlerinin bir parçası olmadığı sürece açıkça veya zımni olarak. Güvenlik ihlallerini veya ağ iletişiminde kesintileri etkilemek. Güvenlik ihlalleri, çalışanın amaçlanan alıcısı olmadığı verilere erişmeyi veya çalışanın açıkça erişme yetkisine sahip olmadığı bir sunucuya veya hesaba giriş yapmayı (bu görevler normal görevler kapsamında olmadığı sürece) içerir ancak bunlarla sınırlı değildir. Bu bölümün amaçları doğrultusunda, ""kesinti"", ağ koklamayı, ping taşmalarını, paket sahtekarlığını, hizmet reddini, kaba zorlama hesaplarını ve kötü amaçlı amaçlarla sahte yönlendirme bilgilerini içerir ancak bunlarla sınırlı değildir. Infosec Ekibine önceden bildirimde bulunulmadığı sürece port taraması veya güvenlik taraması açıkça yasaktır. Bu aktivitenin çalışanın normal işinin/görevinin bir parçası olmadığı sürece, çalışanın ana bilgisayarına yönelik olmayan verilere müdahale edecek herhangi bir ağ izleme biçiminin yürütülmesi. Herhangi bir ana bilgisayarın, ağın veya hesabın kullanıcı kimlik doğrulamasını veya güvenliğini atlatmak. <Şirket Adı> ağında bal küplerinin, bal ağlarının veya benzer teknolojilerin tanıtılması. Çalışanın ana bilgisayarı dışındaki herhangi bir kullanıcının hizmetine müdahale etmek veya hizmeti reddetmek (örneğin, hizmet reddi saldırısı).
expressly or implied, unless it is a part of normal job duties. Effecting security breaches or disruptions of network communication. Security breaches include, but are not limited to, accessing data of which the employee is not an intended recipient or logging into a server or account that the employee is not expressly authorized to access, unless these duties are within the scope of regular duties. For purposes of this section, ""disruption"" includes, but is not limited to, network sniffing, ping floods, packet spoofing, denial of service, brute-forcing accounts, and forged routing information for malicious purposes. Port scanning or security scanning is expressly prohibited unless prior notification to the Infosec Team is made. Executing any form of network monitoring which will intercept data not intended for the employee's host, unless this activity is a part of the employee's normal job/duty. Circumventing user authentication or security of any host, network, or account. Introducing honeypots, honeynets, or similar technology on the <Company Name> network. Interfering with or denying service to any user other than the employee's host (for example, denial of service attack)."
103,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,6,"herhangi bir ana bilgisayarın, ağın veya hesabın kullanıcı kimlik doğrulaması veya güvenliği. <Şirket Adı> ağında bal küplerinin, bal ağlarının veya benzer teknolojilerin tanıtılması. Çalışanın ana bilgisayarı dışındaki herhangi bir kullanıcının hizmetine müdahale etmek veya hizmeti reddetmek (örneğin, hizmet reddi saldırısı). Yerel olarak veya İnternet/İntranet/Extranet aracılığıyla herhangi bir araçla, kullanıcının terminal oturumuna müdahale etmek veya devre dışı bırakmak amacıyla herhangi bir program/komut dosyası/komut kullanmak veya herhangi bir türde mesaj göndermek. <Şirket Adı> çalışanları hakkında bilgi veya çalışanların listesini <Şirket Adı> dışındaki taraflara sağlamak. E-posta ve İletişim Faaliyetleri İnternet'e erişmek ve onu kullanmak için şirket kaynaklarını kullanırken, kullanıcılar şirketi temsil ettiklerini bilmelidirler. Çalışanlar şirkete bağlı olduklarını belirttiklerinde, ""ifade edilen görüşlerin bana ait olduğunu ve şirkete ait olmadığını"" açıkça belirtmelidirler. Sorular BT Departmanına iletilebilir. ""Önemsiz posta"" veya diğer reklam materyallerinin, bu tür materyalleri özellikle talep etmeyen kişilere gönderilmesi de dahil olmak üzere, istenmeyen e-posta mesajları göndermek (spam e-posta). Dil, sıklık veya büyüklük yoluyla e-posta, telefon, mesaj veya çağrı yoluyla her türlü taciz.
user authentication or security of any host, network, or account. Introducing honeypots, honeynets, or similar technology on the <Company Name> network. Interfering with or denying service to any user other than the employee's host (for example, denial of service attack). Using any program/script/command, or sending messages of any kind, with the intent to interfere with, or disable, a user's terminal session, via any means, locally or via the Internet/Intranet/Extranet. Providing information about, or lists of, <Company Name> employees to parties outside <Company Name>. Email and Communication Activities When using company resources to access and use the Internet, users must realize they represent the company. Whenever employees state an affiliation to the company, they must also clearly indicate that ""the opinions expressed are my own and not necessarily those of the company"". Questions may be addressed to the IT Department Sending unsolicited email messages, including the sending of ""junk mail"" or other advertising material to individuals who did not specifically request such material (email spam). Any form of harassment via email, telephone, text, or paging, whether through language, frequency, or size"
104,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,7,"""istenmeyen posta"" veya diğer reklam materyallerinin, bu tür materyalleri özellikle talep etmeyen kişilere (e-posta spam'ı) gönderilmesi de dahil olmak üzere, istenmeyen e-posta mesajları. Dil, mesaj sıklığı veya mesaj boyutu yoluyla e-posta, telefon, mesaj veya çağrı yoluyla her türlü taciz. E-posta başlık bilgilerinin izinsiz kullanımı veya sahteciliği. Taciz etmek veya yanıt toplamak amacıyla, gönderenin hesabı dışındaki herhangi bir e-posta adresi için e-posta talebinde bulunulması. Her türlü ""zincirleme mektup"", ""Ponzi"" veya diğer ""piramit"" şemalarını oluşturmak veya iletmek. <Şirket Adı>'nın diğer İnternet/İntranet/Extranet servis sağlayıcılarının ağlarından gelen, <Şirket Adı> tarafından barındırılan veya <Şirket Adı> ağı üzerinden bağlanan herhangi bir hizmet adına veya bu hizmetin reklamını yapmak için gelen istenmeyen e-postanın kullanılması. İşle ilgili olmayan aynı veya benzer mesajları çok sayıda Usenet haber grubuna göndermek (haber grubu spam'i). Blog Yazma ve Sosyal Medya Çalışanların <Şirket Adı> mülkünü ve sistemlerini veya kişisel bilgisayar sistemlerini kullanarak blog oluşturması veya sosyal medya platformlarında paylaşımda bulunması da bu Politikada belirtilen şartlara ve kısıtlamalara tabidir. <Şirket Adı> sistemlerinin sınırlı ve ara sıra kullanımı.
unsolicited email messages, including the sending of ""junk mail"" or other advertising material to individuals who did not specifically request such material (email spam). Any form of harassment via email, telephone, text, or paging, whether through language, frequency, or size of messages. Unauthorized use, or forging, of email header information. Solicitation of email for any other email address, other than that of the poster's account, with the intent to harass or to collect replies. Creating or forwarding ""chain letters"", ""Ponzi"" or other ""pyramid"" schemes of any type. Use of unsolicited email originating from within <Company Name>'s networks of other Internet/Intranet/Extranet service providers on behalf of, or to advertise, any service hosted by <Company Name> or connected via <Company Name>'s network. Posting the same or similar non-business-related messages to large numbers of Usenet newsgroups (newsgroup spam). Blogging and Social Media Blogging or posting to social media platforms by employees, whether using <Company Name>’s property and systems or personal computer systems, is also subject to the terms and restrictions set forth in this Policy. Limited and occasional use of <Company Name>’s systems"
105,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,8,"<Şirket Adı>'nın varlıklarını ve sistemlerini veya kişisel bilgisayar sistemlerini kullanarak çalışanlar tarafından sosyal medya platformlarında paylaşım yapılması veya paylaşım yapılması da bu Politikada belirtilen şartlara ve kısıtlamalara tabidir. <Şirket Adı> sistemlerinin blog yazmak veya diğer çevrimiçi gönderilerde bulunmak amacıyla sınırlı ve ara sıra kullanılması, bunun profesyonel ve sorumlu bir şekilde yapılması, <Şirket Adı> politikasını başka şekilde ihlal etmemesi, <Şirket Adı>'nın çıkarlarına zarar vermemesi ve bir çalışanın normal iş görevlerine müdahale etmemesi koşuluyla kabul edilebilir. <Şirket Adı> sistemlerinden gelen blog yazma veya diğer çevrimiçi gönderiler de izlemeye tabidir. <Şirket Adı>'nın Gizli Bilgiler politikası blog oluşturma için de geçerlidir. Bu nedenle, Çalışanların blog yazarken <Şirket>'in gizli veya özel bilgilerini, ticari sırlarını veya <Şirket>'in Gizli Bilgiler politikası kapsamındaki diğer materyalleri ifşa etmesi yasaktır. Çalışanlar, <Şirket Adı> ve/veya çalışanlarından herhangi birinin imajına, itibarına ve/veya iyi niyetine zarar verebilecek veya lekeleyebilecek herhangi bir blog yazımında bulunamaz. Çalışanların ayrıca blog yazarken veya başka bir şekilde ayrımcı, aşağılayıcı, karalayıcı veya taciz edici yorumlarda bulunması da yasaktır.
or posting to social media platforms by employees, whether using <Company Name>’s property and systems or personal computer systems, is also subject to the terms and restrictions set forth in this Policy. Limited and occasional use of <Company Name>’s systems to engage in blogging or other online posting is acceptable, provided that it is done in a professional and responsible manner, does not otherwise violate <Company Name>’s policy, is not detrimental to <Company Name>’s best interests, and does not interfere with an employee's regular work duties. Blogging or other online posting from <Company Name>’s systems is also subject to monitoring. <Company Name>’s Confidential Information policy also applies to blogging. As such, Employees are prohibited from revealing any <Company> confidential or proprietary information, trade secrets or any other material covered by <Company>’s Confidential Information policy when engaged in blogging. Employees shall not engage in any blogging that may harm or tarnish the image, reputation and/or goodwill of <Company Name> and/or any of its employees. Employees are also prohibited from making any discriminatory, disparaging, defamatory or harassing comments when blogging or otherwise"
106,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,9,"<Şirket Adı> ve/veya çalışanlarından herhangi birinin imajına, itibarına ve/veya iyi niyetine zarar verebilecek veya lekeleyebilecek herhangi bir blog yazımında bulunmayın. Çalışanların ayrıca blog yazarken ayrımcı, aşağılayıcı, küçük düşürücü veya taciz edici yorumlarda bulunması veya <Şirket Adı>'nın Ayrımcılık Yapmama ve Taciz Karşıtı politikası tarafından yasaklanan herhangi bir davranışta bulunması da yasaktır. Çalışanlar ayrıca blog yazarken <Şirket Adı>'na kişisel ifadeler, görüşler veya inançlar atfedemez. Bir çalışanın inançlarını ve/veya görüşlerini bloglarda ifade etmesi halinde, çalışan kendisini açık veya zımni olarak <Şirket Adı> şirketinin bir çalışanı veya temsilcisi olarak tanıtamaz. Çalışanlar blog yazmayla ilgili her türlü riski üstlenirler. Telif hakkıyla korunan veya ihracat kontrolü altındaki materyallerin işlenmesi ve ifşa edilmesine ilişkin tüm yasalara uymanın yanı sıra, <Şirket Adı>'nın ticari markaları, logoları ve diğer <Şirket Adı> fikri mülkiyeti de herhangi bir blog oluşturma veya sosyal medya faaliyetiyle bağlantılı olarak kullanılamaz. Politika Yaptırımlar Bu politikaya uyulmaması, şirketimizin insan kaynakları prosedürlerine uygun olarak disiplin işlemleriyle sonuçlanabilir. Bunun sonuçları zorunlu tazeleme eğitimi ve yazılı uyarılardan geçici uyarılara kadar değişebilir.
not engage in any blogging that may harm or tarnish the image, reputation and/or goodwill of <Company Name> and/or any of its employees. Employees are also prohibited from making any discriminatory, disparaging, defamatory or harassing comments when blogging or otherwise engaging in any conduct prohibited by <Company Name>’s Non-Discrimination and Anti-Harassment policy. Employees may also not attribute personal statements, opinions or beliefs to <Company Name> when engaged in blogging. If an employee is expressing his or her beliefs and/or opinions in blogs, the employee may not, expressly, or implicitly, represent themselves as an employee or representative of <Company Name>. Employees assume any and all risk associated with blogging. Apart from following all laws pertaining to the handling and disclosure of copyrighted or export-controlled materials, <Company Name>’s trademarks, logos and any other <Company Name> intellectual property may also not be used in connection with any blogging or social media activity Policy Sanctions Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures. Consequences may range from mandatory refresher training and written warnings to temporary"
107,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,10,"herhangi bir blog veya sosyal medya faaliyetiyle bağlantılı olarak Politika Yaptırımlar Bu politikaya uyulmaması, kuruluşumuzun insan kaynakları prosedürleri doğrultusunda disiplin işlemleriyle sonuçlanabilir. Bunun sonuçları, zorunlu tazeleme eğitimi ve yazılı uyarılardan, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınmasına ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshine kadar değişebilir. İhlallerin yasa dışı faaliyetleri içermesi durumunda bireyler, geçerli yasalar kapsamında hukuki sonuçlara maruz kalabilir. Bu yaptırımlar siber güvenliğin kritik önemini, bireyin dijital varlıklarımızı korumadaki rolünü ve politika ihlalleriyle ilişkili potansiyel riskleri vurgulamaktadır. Uygulama tutarlı ve tarafsız olacak ve eylemin ciddiyeti doğrudan ihlalin ciddiyetine karşılık gelecektir.
in connection with any blogging or social media activity Policy Sanctions Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures. Consequences may range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities. These sanctions emphasize the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach."
108,SANS_Access_Management_Policy_April2025.pdf,Safeguards,0,"Koruma Önlemleri Kuruluşun genel misyonunu ve bu siber güvenlik politikasının amacını gerçekleştirmek için kuruluş şunları yapacaktır: AM-01 Kuruluşun iş gücü üyelerinin her biri için rol ve sorumlulukların oluşturulmasına ve belgelenmesine yönelik bir süreç tanımlayacaktır. AM-02 Kuruluşun iş gücü üyelerine yönelik belgelenmiş rolleri ve sorumluluklarında, roller tanımlanırken görevler ayrılığı ilkesinin dikkate alındığından emin olun. AM-03 Her bilgi işlem sistemi ve iş uygulama sistemi için belgelenmiş Erişim Kontrol Listelerini (ACL'ler) koruyun. AM-04 Kuruluşun bilgi işlem sistemleri ve iş uygulamaları için belgelenmiş Erişim Kontrol Listelerinin (ACL'ler), kuruluşun iş gücü üyeleri için tanımlanmış rollerini temel aldığından emin olun. AM-05 Onaylanmış belgelere, rollere ve en az ayrıcalık ilkesine dayalı olarak bilgi işlem sistemi nesnelerinde Erişim Kontrol Listelerini (ACL'ler) koruyun. AM-06 Onaylanmış belgelere, rollere ve en az ayrıcalık ilkesine dayalı olarak bilgi işlem sistemi işlevlerine ilişkin Erişim Kontrol Listelerini (ACL'ler) koruyun. AM-07 Onaylanmış belgelere, rollere ve en az ayrıcalık ilkesine dayalı olarak kod depolarında Erişim Kontrol Listelerini (ACL'ler) koruyun. AM-08 Kuruluşun Erişim Kontrol Listelerinin (ACL'ler), kuruluşun her bir bilgisayarında kullanılmayan verilerin şifrelenmesini zorunlu kıldığından emin olun.
Safeguards To achieve the organization's overall mission, and the purpose of this cybersecurity policy, the organization shall: AM-01 Define a process for creating and documenting roles and responsibilities for each of the organization's workforce members. AM-02 Ensure that the organization's documented roles and responsibilities for workforce members consider the principle of separation of duties when defining roles. AM-03 Maintain documented Access Control Lists (ACLs) for each computing system and business application system. AM-04 Ensure that the organization's documented Access Control Lists (ACLs) for computing systems and business applications are based on the organization's defined roles for workforce members. AM-05 Maintain Access Control Lists (ACLs) on computing system objects based on approved documentation, roles, and the principle of least privilege. AM-06 Maintain Access Control Lists (ACLs) on computing system functions based on approved documentation, roles, and the principle of least privilege. AM-07 Maintain Access Control Lists (ACLs) on code repositories based on approved documentation, roles, and the principle of least privilege. AM-08 Ensure that the organization's Access Control Lists (ACLs) enforce encryption of data at rest on each of the organization's"
109,SANS_Access_Management_Policy_April2025.pdf,Safeguards,1,"AM-07 Onaylanmış belgelere, rollere ve en az ayrıcalık ilkesine dayalı olarak kod depolarında Erişim Kontrol Listelerini (ACL'ler) koruyun. AM-08 Kuruluşun Erişim Kontrol Listelerinin (ACL'ler), kuruluşun bilgi işlem sistemlerinin her birinde kullanılmayan verilerin şifrelenmesini zorunlu kıldığından emin olun. AM-09 Kuruluşun Erişim Kontrol Listelerinin (ACL'ler), her bilgi işlem sisteminde aktarım sırasında veri şifrelemesini zorunlu kıldığından emin olun. AM-10 Kuruluşun belgelenmiş Erişim Kontrol Listelerini (ACL'ler) düzenli olarak gözden geçirmek için bir süreç tanımlayın. AM-11 Kuruluşun Erişim Kontrol Listesi (ACL) belgelerini düzenli olarak gözden geçirmek için bir süreç tanımlayın. AM-12 Kuruluşun Erişim Kontrol Listeleri (ACL'ler) tarafından kullanılan kuruluş grubunu veya rol üyeliğini düzenli olarak gözden geçirmek için kuruluşun kullanacağı bir süreci tanımlayın. AM-13 Kuruluşun bilgi sistemlerinin, grup veya rol üyeliklerindeki veya yapılandırılmış Erişim Kontrol Listelerindeki (ACL'ler) değişiklikleri günlüğe kaydetmesini ve uyarmasını sağlayın. AM-14 Kuruluşun bilgi sistemlerinin, grup veya rol üyeliklerindeki veya yapılandırılmış Erişim Kontrol Listelerindeki (ACL'ler) değişiklikleri günlüğe kaydetmesini ve uyarmasını sağlayın. Politika Yaptırımları Bu politikaya uyulmaması, kuruluşumuzun insan kaynakları doğrultusunda disiplin işlemleriyle sonuçlanabilir.
AM-07 Maintain Access Control Lists (ACLs) on code repositories based on approved documentation, roles, and the principle of least privilege. AM-08 Ensure that the organization's Access Control Lists (ACLs) enforce encryption of data at rest on each of the organization's computing systems. AM-09 Ensure that the organization's Access Control Lists (ACLs) enforce data encryption in transit on each computing system. AM-10 Define a process for reviewing the organization's documented Access Control Lists (ACLs) on a regular basis. AM-11 Define a process for reviewing the organization's Access Control List (ACL) documentation on a regular basis. AM-12 Define a process the organization shall use to regularly review the organization's group or role membership used by the organization's Access Control Lists (ACLs) regularly. AM-13 Ensure the organization's information systems log and alert changes to group or role memberships or configured Access Control Lists (ACLs). AM-14 Ensure the organization's information systems log and alert changes to group or role memberships or configured Access Control Lists (ACLs). Policy Sanctions Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources"
110,SANS_Access_Management_Policy_April2025.pdf,Safeguards,2,"(ACL'ler). AM-14 Kuruluşun bilgi sistemlerinin, grup veya rol üyeliklerindeki veya yapılandırılmış Erişim Kontrol Listelerindeki (ACL'ler) değişiklikleri günlüğe kaydetmesini ve uyarmasını sağlayın. Politika Yaptırımları Bu politikaya uyulmaması, kuruluşumuzun insan kaynakları prosedürleri doğrultusunda disiplin cezasıyla sonuçlanabilir. Bunun sonuçları, zorunlu tazeleme eğitimi ve yazılı uyarılardan, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınmasına ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshine kadar değişebilir. İhlallerin yasa dışı faaliyetleri içermesi durumunda bireyler, geçerli yasalar kapsamında hukuki sonuçlara maruz kalabilir. Bu yaptırımlar siber güvenliğin kritik önemini, bireyin dijital varlıklarımızı korumadaki rolünü ve politika ihlalleriyle ilişkili potansiyel riskleri vurgulamaktadır. Uygulama tutarlı ve tarafsız olacak ve eylemin ciddiyeti doğrudan ihlalin ciddiyetine karşılık gelecektir.
(ACLs). AM-14 Ensure the organization's information systems log and alert changes to group or role memberships or configured Access Control Lists (ACLs). Policy Sanctions Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures. Consequences may range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities. These sanctions emphasize the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach."
111,SANS_Acquisition_Assessment_Standard_April2025.pdf,Policy Sanctions,0,"Politika Yaptırımları Bu politikaya uyulmaması, kuruluşumuzun insan kaynakları prosedürleri doğrultusunda disiplin cezasıyla sonuçlanabilir. Bunun sonuçları, zorunlu tazeleme eğitimi ve yazılı uyarılardan, uzaktan erişim ayrıcalıklarının geçici olarak askıya alınmasına ve ciddi durumlarda iş akdinin veya sözleşmeden doğan yükümlülüklerin feshine kadar değişebilir. İhlallerin yasa dışı faaliyetleri içermesi durumunda bireyler, geçerli yasalar kapsamında hukuki sonuçlara maruz kalabilir. Bu yaptırımlar siber güvenliğin kritik önemini, bireyin dijital varlıklarımızı korumadaki rolünü ve politika ihlalleriyle ilişkili potansiyel riskleri vurgulamaktadır. Uygulama tutarlı ve tarafsız olacak ve eylemin ciddiyeti doğrudan ihlalin ciddiyetine karşılık gelecektir.
Policy Sanctions Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures. Consequences may range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities. These sanctions emphasize the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach."
