qa_id,input_text,target_text,source_standard,source_doc,control_id,question_type,difficulty
QA_A62_001,"Soru: ISO 27001 A.6.2'ye göre çalışan sözleşmelerinde bilgi güvenliği maddeleri neden yer almalıdır?","Bu maddeler çalışanların bilgi güvenliği politikalarına uyma yükümlülüğünü hukuki olarak tanımlar, sorumlulukları netleştirir ve ihlal durumlarında uygulanacak yaptırımları destekler.",ISO27001,ISO_27001_AnnexA,ISO_6.2,tanım,kolay
QA_A62_002,"Soru: Bir çalışan sözleşmesinde gizlilik (NDA) maddesi bulunmuyorsa ne tür riskler doğar?","Kurumsal bilginin kötüye kullanılması, yetkisiz ifşa, rekabet ihlalleri ve veri sızıntısı gibi riskler artar. Hukuki yaptırımlar uygulanamaz hale gelir.",ISO27001,ISO_27001_AnnexA,ISO_6.2,risk,orta
QA_A62_003,"Soru: Çalışan sözleşmelerinde yer alması gereken temel bilgi güvenliği maddeleri nelerdir?","Gizlilik yükümlülüğü, kabul edilebilir kullanım kuralları, politika uyumu, yaptırımlar, veri koruma yükümlülükleri ve görev değişikliklerinde sorumluluk aktarımı gibi maddeler bulunmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.2,tanım,orta
QA_A62_004,"Soru: Sözleşmeye politika uyum maddesi eklenmemişse ne olur?","Çalışanın politikaya uyma zorunluluğu hukuken belirsiz olur, disiplin süreçleri zayıflar ve ihlal durumlarında yaptırım uygulanması zorlaşır.",ISO27001,ISO_27001_AnnexA,ISO_6.2,risk,orta
QA_A62_005,"Soru: Çalışan sözleşmesinde bilgi güvenliği taahhüdü nasıl dokümante edilmelidir?","Çalışanın imzası bulunan bir taahhüt belgesi, ilgili politikaların okunup anlaşıldığını ve güvenlik kurallarına uyulacağını resmi olarak doğrular.",ISO27001,ISO_27001_AnnexA,ISO_6.2,prosedür,kolay
QA_A62_006,"Soru: Yeni bir politika yayımlandığında çalışan sözleşmeleri güncellenmeli midir?","Her zaman gerekmez ancak kritik değişikliklerde ek taahhüt alınması veya politika okuma onayının yenilenmesi gerekebilir.",ISO27001,ISO_27001_AnnexA,ISO_6.2,süreç,orta
QA_A62_007,"Soru: Bir çalışanın görev tanımı değiştiğinde sözleşme maddeleri nasıl etkilenir?","Gizlilik, erişim yetkisi ve politika uyum yükümlülükleri görev değişikliğine göre yeniden gözden geçirilmeli ve gerekli durumlarda revize edilmelidir.",ISO27001,ISO_27001_AnnexA,ISO_6.2,prosedür,orta
QA_A62_008,"Soru: Çalışan sözleşmelerinde yaptırım maddesinin bulunması neden önemlidir?","İhlal durumunda uygulanacak disiplin sürecini netleştirir, caydırıcılık sağlar ve kurumun yasal haklarını korur.",ISO27001,ISO_27001_AnnexA,ISO_6.2,tanım,kolay
QA_A62_009,"Soru: Çalışan sözleşmesindeki bilgi güvenliği hükümlerinin anlaşılmaması ne gibi problemlere yol açar?","Çalışanlar yükümlülüklerini bilmez, farkında olmadan ihlaller gerçekleşebilir ve güvenlik kültürü zayıflar. Eğitim ve iletişim süreçleri bu nedenle kritiktir.",ISO27001,ISO_27001_AnnexA,ISO_6.2,risk,orta
QA_A62_010,"Soru: Sözleşmelere veri koruma (KVKK/GDPR) hükümleri eklenmemişse ne tür uyum açıkları oluşur?","Kişisel veri işleme, saklama ve paylaşım süreçleri belirsizleşir; yasal uyumsuzluk, yüksek para cezaları ve hukuki süreçlerle karşılaşılabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.2,risk,zor
QA_A62_011,"Soru: Çalışan sözleşmesine kabul edilebilir kullanım politikası (AUP) maddesi eklemenin faydası nedir?","Kurumsal cihaz, e-posta, internet ve sistem kullanımının sınırları netleşir; yanlış kullanım durumunda sorumluluk belirgin hale gelir.",ISO27001,ISO_27001_AnnexA,ISO_6.2,tanım,kolay
QA_A62_012,"Soru: Sözleşme maddeleri çalışanlara nasıl açıklanmalıdır?","İK sürecinde sözlü ve yazılı bilgilendirme yapılmalı, ilgili politika dokümanları paylaşılmalı ve çalışanların anladığına dair onay alınmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.2,prosedür,orta
QA_A62_013,"Soru: Bir çalışan sözleşmeye aykırı davranırsa ilk adım ne olmalıdır?","Olay kayıt altına alınmalı, çalışan bilgilendirilmeli, olayın kapsamı belirlenmeli ve disiplin süreci politika ve yasal gerekliliklere göre başlatılmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.2,prosedür,orta
QA_A62_014,"Soru: Çalışan sözleşmelerinde gizlilik yükümlülüğünün işten ayrıldıktan sonra da sürmesi neden önemlidir?","Çalışan kurumdan ayrıldıktan sonra da eriştiği bilgileri açıklayamaz. Bu yükümlülük bilgi sızıntılarını ve rekabet risklerini önlemek için hayati önem taşır.",ISO27001,ISO_27001_AnnexA,ISO_6.2,tanım,orta
QA_A62_015,"Soru: Kurum çalışan sözleşmelerini düzenli olarak gözden geçirmezse ne olur?","Yeni yasal düzenlemeler, sektör gereksinimleri ve teknolojik değişiklikler sözleşmelere yansımaz; uyum açıkları ve hukuki riskler oluşur.",ISO27001,ISO_27001_AnnexA,ISO_6.2,risk,orta
QA_A63_001,"Soru: ISO 27001 A.6.3'e göre bilgi güvenliği farkındalık eğitiminin temel amacı nedir?","Amaç, çalışanların güvenlik politikalarını, tehditleri ve sorumluluklarını anlamasını sağlayarak insan hatasından kaynaklanan riskleri azaltmaktır.",ISO27001,ISO_27001_AnnexA,ISO_6.3,tanım,kolay
QA_A63_002,"Soru: Farkındalık eğitimi almayan çalışanların oluşturduğu başlıca risk nedir?","En büyük risk sosyal mühendislik saldırılarına maruz kalma ve yanlış kullanım nedeniyle veri ihlallerine sebep olma ihtimalinin artmasıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.3,risk,orta
QA_A63_003,"Soru: Bir farkındalık programında hangi konular mutlaka yer almalıdır?","Parola güvenliği, kimlik avı, kötü amaçlı yazılımlar, kabul edilebilir kullanım politikası, fiziksel güvenlik ve olay bildirim süreçleri temel konulardır.",ISO27001,ISO_27001_AnnexA,ISO_6.3,prosedür,kolay
QA_A63_004,"Soru: Farkındalık eğitimi neden düzenli aralıklarla tekrarlanmalıdır?","Tehditler sürekli değiştiği için çalışanların güncel saldırı yöntemlerine karşı bilinçli kalması gerekir. Ayrıca unutma eğrisini azaltır.",ISO27001,ISO_27001_AnnexA,ISO_6.3,tanım,orta
QA_A63_005,"Soru: Eğitim etkinliğini ölçmek için hangi yöntemler kullanılabilir?","Kısa testler, simüle edilmiş kimlik avı saldırıları, performans ölçümleri, geri bildirim formları ve KPI analizi kullanılabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.3,prosedür,orta
QA_A63_006,"Soru: Eğitim kayıtları neden saklanmalıdır?","Denetimlerde kanıt sunmak, çalışan katılımını doğrulamak ve ilerleyen eğitim planlarını optimize etmek için saklanmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.3,prosedür,kolay
QA_A63_007,"Soru: Yeni başlayan çalışanlar için zorunlu başlangıç eğitimleri neden kritik öneme sahiptir?","Çalışanın ilk günden itibaren güvenlik politikasına uygun davranmasını sağlar ve insan hatası riskini azaltır.",ISO27001,ISO_27001_AnnexA,ISO_6.3,tanım,kolay
QA_A63_008,"Soru: Bir çalışanın eğitim almaması sonucu bilgiyi yanlış işlemesi hangi problemlere yol açabilir?","Yetkisiz paylaşım, kötü amaçlı yazılımların yayılması, yanlış veri sınıflandırması ve olay bildirim gecikmeleri görülebilir.",ISO27001,ISO_27001_AnnexA,ISO_6.3,risk,orta
QA_A63_009,"Soru: Eğitim materyallerinin güncel tutulmaması ne gibi riskler doğurur?","Çalışanlar eski tehdit modellerine göre hazırlıklı olur, yeni saldırılara karşı savunmasız kalır ve politika uyumu düşer.",ISO27001,ISO_27001_AnnexA,ISO_6.3,risk,orta
QA_A63_010,"Soru: Olay bildirim prosedürünün eğitimlerde yer alması neden önemlidir?","Çalışanların bir güvenlik olayı fark ettiğinde hızlı ve doğru aksiyon almasını sağlar. Bildirim gecikmesi olayın etkisini büyütebilir.",ISO27001,ISO_271001_AnnexA,ISO_6.3,prosedür,orta
QA_A63_011,"Soru: Simüle edilmiş phishing testlerinin amacı nedir?","Gerçek saldırı senaryolarını taklit ederek çalışanların farkındalık seviyesini ölçmek ve zayıf noktaları tespit etmektir.",ISO27001,ISO_27001_AnnexA,ISO_6.3,tanım,kolay
QA_A63_012,"Soru: Eğitim içeriği çalışan rollerine göre özelleştirilmezse ne olur?","Teknik personel için basit, üst yönetim için gereksiz detaylı içerikler ortaya çıkar; eğitim etkisi düşer ve kaynak israfı olur.",ISO27001,ISO_27001_AnnexA,ISO_6.3,risk,orta
QA_A63_013,"Soru: Yönetim desteği farkındalık programlarının başarısını nasıl etkiler?","Yönetimin eğitimlere katılması, kaynak sağlaması ve kültürü desteklemesi farkındalık seviyesini artırır ve çalışanları motive eder.",ISO27001,ISO_27001_AnnexA,ISO_6.3,tanım,orta
QA_A63_014,"Soru: Eğitim almayan çalışanların neden olduğu olaylar kurum imajını nasıl etkiler?","Veri ihlalleri veya hatalı işlemler kamuya yansıdığında güven kaybı, itibar zedelenmesi ve finansal kayıplar yaşanabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.3,risk,zor
QA_A63_015,"Soru: Farkındalık eğitimi sonuçları yönetim raporlarında neden yer almalıdır?","Eğitim etkinliği, risk seviyeleri ve çalışan davranış trendleri yönetim tarafından izlenerek sürekli iyileştirme kararları alınabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.3,süreç,orta
QA_A64_001,"Soru: ISO 27001 A.6.4'e göre disiplin sürecinin amacı nedir?","Amaç, bilgi güvenliği politikalarına uyumsuz davranışları yönetmek, çalışanları sorumlulukları konusunda bilinçlendirmek ve kurum içi güvenlik kültürünün sürekliliğini sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_6.4,tanım,kolay
QA_A64_002,"Soru: Bir çalışanın politika ihlali yapması durumunda ilk adım ne olmalıdır?","Olay kayıt altına alınmalı, kapsam ve etkiler değerlendirilmelidir. Ardından ilgili yöneticilere ve insan kaynaklarına bildirilmeli, resmi disiplin süreci başlatılmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.4,prosedür,orta
QA_A64_003,"Soru: Disiplin süreci neden önceden tanımlanmış olmalıdır?","Öngörülebilirlik sağlar, çalışanlara adil bir süreç sunar, tutarlı uygulama sağlar ve keyfi yaptırımların önüne geçer.",ISO27001,ISO_27001_AnnexA,ISO_6.4,tanım,kolay
QA_A64_004,"Soru: Disiplin sürecinde hangi yaptırımlar uygulanabilir?","Sözlü uyarı, yazılı uyarı, yetki kısıtlama, eğitim tekrarı, geçici uzaklaştırma veya iş sözleşmesinin feshi gibi yaptırımlar ihlalin niteliğine göre uygulanabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.4,tanım,orta
QA_A64_005,"Soru: Disiplin sürecinde tutarsız uygulama yapılırsa ne gibi riskler doğar?","Çalışan güveni zedelenir, adaletsizlik algısı oluşur, insan kaynakları problemleri yaşanabilir ve süreç denetimlerde uygunsuzluk olarak raporlanabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.4,risk,orta
QA_A64_006,"Soru: Disiplin sürecinde belgelerin saklanması neden önemlidir?","Denetimlerde kanıt sunmak, sürecin tutarlılığını göstermek ve hukuki süreçlerde kurumun konumunu güçlendirmek için belgeler saklanmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.4,prosedür,orta
QA_A64_007,"Soru: Politika ihlalinin kasıtlı mı yoksa hata kaynaklı mı olduğu nasıl belirlenir?","Çalışanın ifadesi, olay kayıtları, teknik loglar, eğitim geçmişi ve ihlalin bağlamı analiz edilerek kasıt düzeyi değerlendirilir.",ISO27001,ISO_27001_AnnexA,ISO_6.4,prosedür,zor
QA_A64_008,"Soru: Disiplin sürecinde insan kaynaklarının rolü nedir?","Sürecin adil, tutarlı ve yasalara uygun şekilde yürütülmesini sağlar; çalışanla iletişimi yönetir ve belgeleri resmi olarak kaydeder.",ISO27001,ISO_27001_AnnexA,ISO_6.4,tanım,kolay
QA_A64_009,"Soru: Disiplin süreci çalışanlara neden açıkça duyurulmalıdır?","Çalışanların hangi davranışların ihlal sayıldığını bilmesi, güvenli davranışların teşvik edilmesi ve kurum kültürünün güçlendirilmesi için gereklidir.",ISO27001,ISO_27001_AnnexA,ISO_6.4,tanım,kolay
QA_A64_010,"Soru: Disiplin süreci uygulanmazsa kurum ne gibi sonuçlarla karşılaşabilir?","İhlaller artabilir, güvenlik seviyesi düşer, iş disiplini bozulur, uyum açıkları ortaya çıkar ve ciddi güvenlik olayları yaşanabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.4,risk,orta
QA_A68_001,"Soru: ISO 27001 A.6.8'e göre işten ayrılma sürecinin amacı nedir?","Ayrılan çalışanların erişim haklarının zamanında kaldırılmasını, kurumsal varlıkların geri alınmasını ve gizlilik yükümlülüklerinin devamlılığını sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_6.8,tanım,kolay
QA_A68_002,"Soru: Offboarding sürecinde erişimlerin hemen kapatılmaması hangi riske yol açar?","Ayrılan kişi hesaplarına erişmeye devam edebilir, veri sızdırabilir veya sistemlere zarar verebilir. Bu ciddi bir içeriden tehdit riskidir.",ISO27001,ISO_27001_AnnexA,ISO_6.8,risk,orta
QA_A68_003,"Soru: İşten ayrılan çalışanın e-posta hesabı nasıl yönetilmelidir?","Hesap devre dışı bırakılmalı, gerekiyorsa yöneticisine yönlendirme yapılmalı ve belirli süre sonra tamamen kapatılmalıdır. Yetkisiz erişim engellenmelidir.",ISO27001,ISO_27001_AnnexA,ISO_6.8,prosedür,orta
QA_A68_004,"Soru: Offboarding sürecinde fiziksel varlıklar nasıl teslim alınmalıdır?","Laptop, mobil cihaz, erişim kartları, anahtarlar ve diğer kurumsal varlıklar kontrol listesine göre teslim alınmalı ve kayıt altına alınmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.8,prosedür,kolay
QA_A68_005,"Soru: Gizlilik yükümlülükleri işten ayrıldıktan sonra neden devam eder?","Çalışan ayrılmış olsa bile kurum bilgilerine hâkimdir. Bu bilgilerin korunması rekabet, gizlilik ve yasal riskleri önlemek için zorunludur.",ISO27001,ISO_27001_AnnexA,ISO_6.8,tanım,kolay
QA_A68_006,"Soru: İşten ayrılan çalışanların yetki devri nasıl yapılmalıdır?","Devam eden projeler, kritik hesaplar ve sorumluluklar uygun kişilere aktarılmalı; dokümantasyon güncellenmeli ve süreç kayıt altına alınmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.8,süreç,orta
QA_A68_007,"Soru: Offboarding kontrol listesi kullanılmazsa ne olabilir?","Bazı erişimler unutulabilir, varlıklar teslim alınmayabilir, süreç eksik kalabilir ve denetimlerde uygunsuzluk tespit edilebilir.",ISO27001,ISO_27001_AnnexA,ISO_6.8,risk,orta
QA_A68_008,"Soru: Ayrılan çalışanın kişisel cihazlarında kurum verisi varsa ne yapılmalıdır?","Verinin silindiği doğrulanmalı, gerekli durumlarda şifrelenmiş kopyalar ve senkronize hesaplar devre dışı bırakılmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.8,prosedür,zor
QA_A68_009,"Soru: İstifa eden bir çalışanın offboarding süreci ile işten çıkarılan bir çalışanın süreci arasında fark var mıdır?","Erişim kapatma zamanlaması ve iletişim süreci değişebilir ancak temel güvenlik kontrolleri aynı kalır: erişim kapanır, varlıklar teslim alınır, kayıtlar güncellenir.",ISO27001,ISO_27001_AnnexA,ISO_6.8,tanım,orta
QA_A68_010,"Soru: Ayrılan çalışanın hesabının devre dışı bırakılmadan önce loglarının incelenmesi neden önemlidir?","Olası kötüye kullanım, veri çekme veya anormal davranışlar tespit edilerek gerekli önlemler alınabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.8,prosedür,zor
QA_A68_011,"Soru: Offboarding sürecinde departmanlar arası koordinasyon neden gereklidir?","İK, BT, güvenlik ve yöneticiler arasında bilgi akışı olmazsa erişimler kapanmaz, varlıklar teslim alınmaz veya sözleşme maddeleri uygulanamaz.",ISO27001,ISO_27001_AnnexA,ISO_6.8,süreç,orta
QA_A68_012,"Soru: Ayrılan bir çalışanın üçüncü taraf sistemlerine erişimleri nasıl iptal edilmelidir?","Tek tek tüm SaaS uygulamaları, VPN, e-posta, IAM sistemleri ve üçüncü taraf portalları üzerinden erişimler merkezi olarak kapatılmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.8,prosedür,orta
QA_A68_013,"Soru: Offboarding sürecinde hatalı işlem yapılması (ör. yanlış hesabı kapatma) ne gibi sonuçlar doğurur?","Çalışanlar iş yapamaz hale gelir, operasyon kesintisi yaşanabilir veya kritik verilere erişim kaybı oluşabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.8,risk,orta
QA_A68_014,"Soru: Offboarding sonrası bir çalışanın kuruma ait gizli belgeleri saklaması durumunda ne yapılmalıdır?","Olay incelenmeli, hukuki süreç başlatılabilir ve gizlilik sözleşmesi maddeleri uygulanmalıdır. Gerektiğinde güvenlik ekibi ve yasal danışmanlar devreye girer.",ISO27001,ISO_27001_AnnexA,ISO_6.8,prosedür,zor
QA_A68_015,"Soru: Offboarding süreci neden denetimlerde kritik öneme sahiptir?","Erişim yönetimi, varlık takibi ve gizlilik yükümlülüklerinin uygulanıp uygulanmadığı incelenir. Eksikler büyük uyum açıklarına yol açar.",ISO27001,ISO_27001_AnnexA,ISO_6.8,tanım,orta
QA_A67_001,"Soru: ISO 27001 A.6.7'ye göre uzaktan çalışma için temel güvenlik gereksinimi nedir?","Kurumsal bilgilere uzaktan erişim sağlanırken veri bütünlüğü, gizliliği ve erişilebilirliğini koruyacak teknik ve idari kontrollerin uygulanması gerekir.",ISO27001,ISO_27001_AnnexA,ISO_6.7,tanım,kolay
QA_A67_002,"Soru: Uzaktan çalışırken VPN kullanılmaması hangi riske yol açar?","Veriler şifrelenmeden iletilebilir, saldırganlar ağ trafiğini dinleyebilir ve kimlik bilgileri ele geçirilebilir. Bu durum ciddi veri ihlallerine yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.7,risk,orta
QA_A67_003,"Soru: Uzaktan çalışma politikası hangi unsurları içermelidir?","VPN zorunluluğu, cihaz güvenliği, parola politikaları, ekran gizliliği, fiziksel koruma, erişim kontrolü ve olay bildirim süreçleri gibi unsurlar yer almalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.7,prosedür,orta
QA_A67_004,"Soru: Evden çalışan bir personelin kişisel Wi-Fi ağı nasıl güvenli hale getirilmelidir?","Güçlü parola kullanılmalı, WPA2/WPA3 şifreleme etkin olmalı, varsayılan modem parolaları değiştirilmelidir.",ISO27001,ISO_27001_AnnexA,ISO_6.7,prosedür,kolay
QA_A67_005,"Soru: Uzaktan çalışmada şirket cihazı yerine kişisel cihaz kullanılması hangi ilave riskleri taşır?","Kurumsal güvenlik yazılımları bulunmayabilir, veri sızıntısı riski artabilir, kötü amaçlı yazılımlara karşı koruma yetersiz olabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.7,risk,orta
QA_A67_006,"Soru: Uzaktan çalışan bir çalışanın ekran gizliliğini korumaması ne gibi sorunlar doğurur?","Aile üyeleri veya dış kişiler hassas bilgileri görebilir, ekran yansımaları bilgiyi açığa çıkarabilir ve gizlilik ihlalleri yaşanabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.7,risk,kolay
QA_A67_007,"Soru: Kurumlar neden uzaktan çalışanlar için erişim kısıtlama politikaları uygular?","Yalnızca iş için gerekli sistemlere erişim verilerek saldırı yüzeyi azaltılır ve yetkisiz kullanım riski düşürülür.",ISO27001,ISO_27001_AnnexA,ISO_6.7,tanım,kolay
QA_A67_008,"Soru: Uzaktan çalışma sırasında olay bildirim süreci nasıl işletilmelidir?","Çalışan bir şüpheli durum fark ettiğinde belirlenmiş iletişim kanallarından hızlı şekilde güvenlik ekibine bildirim yapmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_6.7,prosedür,orta
QA_A67_009,"Soru: Uzaktan çalışan personelin cihazlarında güncelleme yapılmaması ne risk oluşturur?","Zafiyetler açık kalır, kötü amaçlı yazılımlar sisteme kolayca bulaşabilir ve saldırganlar cihaz üzerinden iç ağa sızabilir.",ISO27001,ISO_27001_AnnexA,ISO_6.7,risk,orta
QA_A67_010,"Soru: Uzaktan çalışma güvenliği neden periyodik olarak gözden geçirilmelidir?","Tehdit modelleri değişir, yeni çalışma araçları kullanılmaya başlanır ve kullanıcı davranışları farklılaşır. Güncelleme yapılmazsa güvenlik zayıflar.",ISO27001,ISO_27001_AnnexA,ISO_6.7,süreç,orta
QA_A71_001,"Soru: ISO 27001 A.7.1'e göre fiziksel güvenlik çevresinin amacı nedir?","Amaç, yetkisiz kişilerin kritik alanlara fiziksel erişimini engellemek ve bilgi varlıklarını çevresel tehditlere karşı korumaktır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,tanım,kolay
QA_A71_002,"Soru: Fiziksel güvenlik çevresi hangi unsurlardan oluşmalıdır?","Çitler, duvarlar, kapılar, güvenlik kulübeleri, kartlı geçiş sistemleri, CCTV kameraları ve izinsiz giriş algılama sensörleri gibi unsurlar bulunmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,prosedür,orta
QA_A71_003,"Soru: Güvenlik çevresi olmayan bir binada en büyük risk nedir?","Yetkisiz kişilerin kolayca içeri girerek cihazlara, belgelerlere veya sunuculara fiziksel müdahalede bulunmasıdır. Bu doğrudan veri ihlaline yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_7.1,risk,orta
QA_A71_004,"Soru: Fiziksel güvenlik çevresi neden katmanlı olmalıdır?","Birden fazla güvenlik bariyeri (örneğin dış çevre, resepsiyon, iç erişim) saldırganın ilerlemesini zorlaştırır ve tespit/reaksiyon süresini artırır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,tanım,kolay
QA_A71_005,"Soru: Sunucu odası için fiziksel güvenlik çevresi nasıl güçlendirilmelidir?","Yangına dayanıklı duvarlar, metal kapılar, çok faktörlü giriş kontrolü, kamera izleme ve izinsiz giriş sensörleri ile korunmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,prosedür,orta
QA_A71_006,"Soru: Fiziksel çevre güvenlik önlemlerinin dokümante edilmesi neden gerekir?","Denetimlerde doğrulama yapılabilmesi, sorumlulukların netleşmesi ve iyileştirme süreçlerinin planlanması için gereklidir.",ISO27001,ISO_27001_AnnexA,ISO_7.1,prosedür,kolay
QA_A71_007,"Soru: Güvenlik çevresi düzenli olarak gözden geçirilmezse ne olur?","Tüm tehditler fark edilemez, kameralar kör noktalar oluşturabilir ve eski önlemler modern saldırı yöntemlerine karşı yetersiz kalır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,risk,orta
QA_A71_008,"Soru: Ziyaretçi girişlerinin kontrol edilmemesi fiziksel çevre güvenliğini nasıl etkiler?","Yetkisiz erişim ihtimali artar, kimlik doğrulaması yapılmadığı için tehdit aktörlerinin tespiti zorlaşır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,risk,kolay
QA_A71_009,"Soru: Fiziksel güvenlik çevresi neden sürekli izlenmelidir?","Anlık tehditler, ihlaller veya olağan dışı hareketler algılanarak hızlı müdahale sağlanır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,süreç,orta
QA_A71_010,"Soru: CCTV kullanımının temel faydası nedir?","Giriş-çıkışların kaydedilmesini sağlar, şüpheli davranışların tespitine yardımcı olur ve kanıt oluşturur.",ISO27001,ISO_27001_AnnexA,ISO_7.1,tanım,kolay
QA_A71_011,"Soru: Fiziksel çevre güvenliğinde aydınlatma neden önemlidir?","Yetersiz aydınlatma, saldırganların fark edilmeden hareket etmesini kolaylaştırır. Güvenlik kameralarının da etkinliğini azaltır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,risk,orta
QA_A71_012,"Soru: Çevre güvenliği sensörleri hangi tehditleri tespit eder?","Zorlanmış kapılar, cam kırılması, hareket algılama ve yetkisiz giriş girişimlerini tespit eder.",ISO27001,ISO_27001_AnnexA,ISO_7.1,tanım,orta
QA_A71_013,"Soru: Fiziksel güvenlik çevresi kurumsal risk yönetimiyle nasıl ilişkilidir?","Risk değerlendirmelerinde kritik alanlara yönelik tehditlerin belirlenmesi, çevre güvenliğinde uygulanacak kontrolleri şekillendirir.",ISO27001,ISO_27001_AnnexA,ISO_7.1,süreç,orta
QA_A71_014,"Soru: Güvenlik personeli fiziksel çevrenin bir parçası mıdır?","Evet. Fiziksel çevre insan, süreç ve teknoloji birleşimidir; güvenlik görevlileri tespit, caydırıcılık ve müdahale işlevi görür.",ISO27001,ISO_27001_AnnexA,ISO_7.1,tanım,kolay
QA_A71_015,"Soru: Güvenlik çevresi ihlal edildiğinde hangi adımlar izlenmelidir?","Olay kaydedilmeli, alan güvenli hale getirilmeli, video kayıtları incelenmeli, olay kök nedeni analiz edilmeli ve iyileştirme yapılmalıdır.",ISO27001,ISO_27001_AnnexA,ISO_7.1,prosedür,zor
QA_A72_001,"Soru: ISO 27001 A.7.2'ye göre fiziksel giriş kontrollerinin amacı nedir?","Amaç, yetkisiz kişilerin kritik alanlara fiziksel erişimini engellemek ve yalnızca yetkili personelin kontrollü biçimde giriş yapmasını sağlamaktır.",ISO27001,ISO_27001_AnnexA,ISO_7.2,tanım,kolay
QA_A72_002,"Soru: Fiziksel giriş kontrolü hangi teknolojilerle uygulanabilir?","Kartlı geçiş sistemleri, biyometrik doğrulama, PIN kodu girişleri, turnikeler, güvenlik kameraları ve ziyaretçi yönetim sistemleri kullanılabilir.",ISO27001,ISO_27001_AnnexA,ISO_7.2,prosedür,orta
QA_A72_003,"Soru: Ziyaretçilerin kimlik doğrulaması yapılmazsa hangi risk doğar?","Yetkisiz kişilerin kritik alanlara erişmesi, veri sızıntısı, ekipman hırsızlığı veya sabotaj gibi ciddi tehditler ortaya çıkabilir.",ISO27001,ISO_27001_AnnexA,ISO_7.2,risk,orta
QA_A72_004,"Soru: Ziyaretçi giriş-çıkış kayıtlarının tutulmasının faydası nedir?","Giriş yapan kişilerin takibi, olası olayların araştırılması ve denetimlerde kanıt sunulması açısından kritik öneme sahiptir.",ISO27001,ISO_27001_AnnexA,ISO_7.2,tanım,kolay
QA_A72_005,"Soru: Tailgating (takip ederek giriş) neden tehlikelidir?","Yetkisiz bir kişi yetkili bir personeli takip ederek erişim kontrolünü atlayabilir ve fiziksel güvenliği tamamen devre dışı bırakabilir.",ISO27001,ISO_27001_AnnexA,ISO_7.2,risk,orta
QA_A72_006,"Soru: Fiziksel giriş kontrolleri neden rol ve yetki seviyelerine göre yapılandırılmalıdır?","Tüm çalışanların her alana erişimi olmamalıdır; kritik alanlara yalnızca iş gerekliliği bulunan personel giriş yapabilmelidir.",ISO27001,ISO_27001_AnnexA,ISO_7.2,süreç,kolay
QA_A72_007,"Soru: Giriş kontrol sistemlerinde kimlik doğrulamanın başarısız olması durumunda ne yapılmalıdır?","Sistem logları incelenmeli, yetkisiz giriş girişimi olup olmadığı değerlendirilmelidir. Gerekirse güvenlik ekibi bilgilendirilir.",ISO27001,ISO_27001_AnnexA,ISO_7.2,prosedür,orta
QA_A72_008,"Soru: Çalışan kimlik kartlarının paylaşılması neden yasaktır?","Kimlik kartı kişiye özeldir; paylaşılması yetkisiz erişime, kimlik taklidine ve güvenlik ihlallerine yol açabilir.",ISO27001,ISO_27001_AnnexA,ISO_7.2,risk,kolay
QA_A72_009,"Soru: Ziyaretçilere geçici kart verilmesinin amacı nedir?","Ziyaretçinin hareketlerinin kontrol edilmesi, sınırlı alanlara erişimin engellenmesi ve giriş-çıkış takibinin sağlanması için kullanılır.",ISO27001,ISO_27001_AnnexA,ISO_7.2,tanım,kolay
